game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-06,401857043,STATUS_FINAL,True,False,Washington Mystics,Golden State Valkyries,49,62,-13,111,15.0,18.0,7.0,9.0,11.0,20.0,19.0,12.0,,,CareFirst Arena,4200,2026-07-07T11:21:29.828330
2026-07-07,401857044,STATUS_FINAL,True,False,Minnesota Lynx,Connecticut Sun,89,90,-1,179,22.0,22.0,22.0,23.0,25.0,23.0,22.0,20.0,,,Target Center,10810,2026-07-07T11:21:29.828351
2026-07-07,401857045,STATUS_FINAL,True,False,Los Angeles Sparks,Seattle Storm,64,82,-18,146,15.0,22.0,8.0,19.0,20.0,28.0,20.0,14.0,,,crypto.com Arena,12160,2026-07-07T11:21:29.828362
