game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,sportsbooks,odds_type,game_time,home_team,away_team,source,scraped_at
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Breanna Stewart,,,Indiana Fever @ New York Liberty,,player_assists,ast,3.5,-109.5,-123.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Aliyah Boston,,,Indiana Fever @ New York Liberty,,player_assists,ast,3.5,135.5,-184.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Kelsey Mitchell,,,Indiana Fever @ New York Liberty,,player_assists,ast,2.5,131.5,-178.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Caitlin Clark,,,Indiana Fever @ New York Liberty,,player_assists,ast,8.5,-132.0,100.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Sabrina Ionescu,,,Indiana Fever @ New York Liberty,,player_assists,ast,5.5,111.0,-149.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Jonquel Jones,,,Indiana Fever @ New York Liberty,,player_assists,ast,2.5,-103.5,-129.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Sophie Cunningham,,,Indiana Fever @ New York Liberty,,player_points,pts,6.5,-132.0,102.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Breanna Stewart,,,Indiana Fever @ New York Liberty,,player_points,pts,22.5,-107.0,-122.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Sabrina Ionescu,,,Indiana Fever @ New York Liberty,,player_points,pts,17.5,-126.0,-104.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Aliyah Boston,,,Indiana Fever @ New York Liberty,,player_points,pts,15.5,-127.0,-3.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Leonie Fiebich,,,Indiana Fever @ New York Liberty,,player_points,pts,6.5,-106.0,-120.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Kelsey Mitchell,,,Indiana Fever @ New York Liberty,,player_points,pts,25.5,-122.0,-106.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Makayla Timpson,,,Indiana Fever @ New York Liberty,,player_points,pts,7.5,-132.0,102.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Caitlin Clark,,,Indiana Fever @ New York Liberty,,player_points,pts,23.5,-115.5,-113.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Han Xu,,,Indiana Fever @ New York Liberty,,player_points,pts,5.5,-128.0,-102.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Jonquel Jones,,,Indiana Fever @ New York Liberty,,player_points,pts,14.5,-120.0,-110.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Aliyah Boston,,,Indiana Fever @ New York Liberty,,player_points_assists,pa,19.5,-106.0,-125.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Caitlin Clark,,,Indiana Fever @ New York Liberty,,player_points_assists,pa,32.5,-122.0,-109.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Kelsey Mitchell,,,Indiana Fever @ New York Liberty,,player_points_assists,pa,28.5,-106.0,-125.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Breanna Stewart,,,Indiana Fever @ New York Liberty,,player_points_assists,pa,25.5,-122.0,-110.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Sabrina Ionescu,,,Indiana Fever @ New York Liberty,,player_points_assists,pa,23.5,-110.0,-121.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Jonquel Jones,,,Indiana Fever @ New York Liberty,,player_points_assists,pa,17.5,-108.5,-124.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Breanna Stewart,,,Indiana Fever @ New York Liberty,,player_points_q1,q1_pts,6.5,104.0,-138.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Pauline Astier,,,Indiana Fever @ New York Liberty,,player_points_q1,q1_pts,1.5,-192.0,142.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Sabrina Ionescu,,,Indiana Fever @ New York Liberty,,player_points_q1,q1_pts,4.5,-138.0,104.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Caitlin Clark,,,Indiana Fever @ New York Liberty,,player_points_q1,q1_pts,5.5,102.0,-136.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Kelsey Mitchell,,,Indiana Fever @ New York Liberty,,player_points_q1,q1_pts,7.5,102.0,-136.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Jonquel Jones,,,Indiana Fever @ New York Liberty,,player_points_q1,q1_pts,3.5,-108.0,-122.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Aliyah Boston,,,Indiana Fever @ New York Liberty,,player_points_q1,q1_pts,3.5,-138.0,104.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Sabrina Ionescu,,,Indiana Fever @ New York Liberty,,player_points_rebounds,pr,22.5,-113.0,-119.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Breanna Stewart,,,Indiana Fever @ New York Liberty,,player_points_rebounds,pr,30.5,-120.0,-111.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Aliyah Boston,,,Indiana Fever @ New York Liberty,,player_points_rebounds,pr,25.5,-103.5,-129.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Caitlin Clark,,,Indiana Fever @ New York Liberty,,player_points_rebounds,pr,27.5,-122.0,-110.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Makayla Timpson,,,Indiana Fever @ New York Liberty,,player_points_rebounds,pr,15.5,-120.0,-111.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Han Xu,,,Indiana Fever @ New York Liberty,,player_points_rebounds,pr,9.5,100.0,-132.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Jonquel Jones,,,Indiana Fever @ New York Liberty,,player_points_rebounds,pr,23.5,-120.0,-110.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Breanna Stewart,,,Indiana Fever @ New York Liberty,,player_points_rebounds_assists,pra,34.5,-112.5,-119.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Sabrina Ionescu,,,Indiana Fever @ New York Liberty,,player_points_rebounds_assists,pra,27.5,-127.0,-106.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Aliyah Boston,,,Indiana Fever @ New York Liberty,,player_points_rebounds_assists,pra,28.5,-110.0,-121.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Pauline Astier,,,Indiana Fever @ New York Liberty,,player_points_rebounds_assists,pra,12.5,100.0,-132.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Caitlin Clark,,,Indiana Fever @ New York Liberty,,player_points_rebounds_assists,pra,36.5,-122.0,-108.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Kelsey Mitchell,,,Indiana Fever @ New York Liberty,,player_points_rebounds_assists,pra,30.5,-102.0,-130.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Jonquel Jones,,,Indiana Fever @ New York Liberty,,player_points_rebounds_assists,pra,26.5,-116.0,-115.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Sabrina Ionescu,,,Indiana Fever @ New York Liberty,,player_rebounds,reb,4.5,-3.5,-130.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Breanna Stewart,,,Indiana Fever @ New York Liberty,,player_rebounds,reb,8.5,108.5,-145.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Aliyah Boston,,,Indiana Fever @ New York Liberty,,player_rebounds,reb,9.5,111.5,-150.0,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Kelsey Mitchell,,,Indiana Fever @ New York Liberty,,player_rebounds,reb,1.5,-166.0,124.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Caitlin Clark,,,Indiana Fever @ New York Liberty,,player_rebounds,reb,3.5,-172.0,128.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Makayla Timpson,,,Indiana Fever @ New York Liberty,,player_rebounds,reb,7.5,103.0,-138.5,,,2,"draftkings,fanduel",sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
2026-08-22,a05ae0cd5516fbbcdd9fda35e698f70d,Han Xu,,,Indiana Fever @ New York Liberty,,player_rebounds,reb,3.5,128.0,-172.0,,,1,fanduel,sportsbook,2026-08-22T23:00:00Z,New York Liberty,Indiana Fever,the-odds-api,2026-08-22T11:00:23.133099+00:00
