game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,,-105,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,draftkings,DraftKings,,-115,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,1.5,-118,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Portland Fire,Portland Fire,,,draftkings,DraftKings,-1.5,-102,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,OVER,,,,draftkings,DraftKings,168.5,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,UNDER,,,,draftkings,DraftKings,168.5,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,fanatics,Fanatics,,-105,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,fanatics,Fanatics,,-115,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,fanatics,Fanatics,1.0,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Portland Fire,Portland Fire,,,fanatics,Fanatics,-1.0,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,OVER,,,,fanatics,Fanatics,168.5,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,UNDER,,,,fanatics,Fanatics,168.5,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,mybookieag,MyBookie.ag,,-105,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,mybookieag,MyBookie.ag,,-116,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,mybookieag,MyBookie.ag,1.0,-110,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Portland Fire,Portland Fire,,,mybookieag,MyBookie.ag,-1.0,-110,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,OVER,,,,mybookieag,MyBookie.ag,168.0,-110,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,UNDER,,,,mybookieag,MyBookie.ag,168.0,-110,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,fanduel,FanDuel,,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,fanduel,FanDuel,,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,fanduel,FanDuel,-1.5,-102,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Portland Fire,Portland Fire,,,fanduel,FanDuel,1.5,-120,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,OVER,,,,fanduel,FanDuel,167.5,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,UNDER,,,,fanduel,FanDuel,167.5,-110,True,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,williamhill_us,Caesars,1.0,-110,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,SPREAD,spreads,Portland Fire,Portland Fire,,,williamhill_us,Caesars,-1.0,-110,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,OVER,,,,williamhill_us,Caesars,168.5,-110,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
2026-07-14,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,TOTAL,totals,UNDER,,,,williamhill_us,Caesars,168.5,-110,False,the-odds-api,2026-07-14T12:43:40.774595+00:00
