game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-07-19,401857077,Breanna Stewart,New York Liberty,F,True,32.0,26.0,8.0,3.0,1.0,3.0,4.0,,,,,,,-17.0,2026-07-19T10:03:32.622091
2026-07-19,401857077,Jonquel Jones,New York Liberty,C,True,27.0,13.0,6.0,2.0,2.0,1.0,5.0,,,,,,,-4.0,2026-07-19T10:03:32.622105
2026-07-19,401857077,Marine Johannes,New York Liberty,G,True,18.0,12.0,2.0,1.0,1.0,0.0,3.0,,,,,,,1.0,2026-07-19T10:03:32.622112
2026-07-19,401857077,Sabrina Ionescu,New York Liberty,G,True,34.0,12.0,1.0,4.0,1.0,0.0,1.0,,,,,,,-14.0,2026-07-19T10:03:32.622118
2026-07-19,401857077,Pauline Astier,New York Liberty,G,True,23.0,9.0,2.0,5.0,3.0,0.0,0.0,,,,,,,-7.0,2026-07-19T10:03:32.622129
2026-07-19,401857077,Anneli Maley,New York Liberty,F,False,14.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,,,-12.0,2026-07-19T10:03:32.622135
2026-07-19,401857077,Raquel Carrera,New York Liberty,F,False,8.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,2026-07-19T10:03:32.622140
2026-07-19,401857077,Han Xu,New York Liberty,C,False,13.0,3.0,4.0,0.0,0.0,1.0,1.0,,,,,,,-20.0,2026-07-19T10:03:32.622151
2026-07-19,401857077,Rebecca Allen,New York Liberty,G,False,18.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,-20.0,2026-07-19T10:03:32.622158
2026-07-19,401857077,Marine Fauthoux,New York Liberty,G,False,15.0,4.0,0.0,4.0,0.0,0.0,1.0,,,,,,,-8.0,2026-07-19T10:03:32.622166
2026-07-19,401857077,Satou Sabally,New York Liberty,F,False,,,,,,,,,,,,,,,2026-07-19T10:03:32.622170
2026-07-19,401857077,Leonie Fiebich,New York Liberty,F,False,,,,,,,,,,,,,,,2026-07-19T10:03:32.622174
2026-07-19,401857077,Rebekah Gardner,New York Liberty,G,False,,,,,,,,,,,,,,,2026-07-19T10:03:32.622178
2026-07-19,401857077,Betnijah Laney-Hamilton,New York Liberty,G,False,,,,,,,,,,,,,,,2026-07-19T10:03:32.622182
2026-07-19,401857077,Monique Billings,Indiana Fever,F,True,18.0,4.0,6.0,2.0,0.0,1.0,0.0,,,,,,,-1.0,2026-07-19T10:03:32.622189
2026-07-19,401857077,Aliyah Boston,Indiana Fever,C,True,24.0,15.0,7.0,4.0,2.0,1.0,5.0,,,,,,,3.0,2026-07-19T10:03:32.622195
2026-07-19,401857077,Kelsey Mitchell,Indiana Fever,G,True,30.0,33.0,0.0,1.0,1.0,0.0,3.0,,,,,,,18.0,2026-07-19T10:03:32.622200
2026-07-19,401857077,Lexie Hull,Indiana Fever,G,True,19.0,8.0,2.0,2.0,2.0,0.0,1.0,,,,,,,2.0,2026-07-19T10:03:32.622206
2026-07-19,401857077,Caitlin Clark,Indiana Fever,G,True,26.0,17.0,2.0,7.0,0.0,0.0,7.0,,,,,,,6.0,2026-07-19T10:03:32.622211
2026-07-19,401857077,Myisha Hines-Allen,Indiana Fever,F,False,14.0,5.0,3.0,1.0,2.0,0.0,0.0,,,,,,,22.0,2026-07-19T10:03:32.622219
2026-07-19,401857077,Makayla Timpson,Indiana Fever,F,False,24.0,2.0,5.0,0.0,0.0,1.0,0.0,,,,,,,16.0,2026-07-19T10:03:32.622224
2026-07-19,401857077,Sophie Cunningham,Indiana Fever,G,False,22.0,11.0,4.0,1.0,0.0,2.0,0.0,,,,,,,18.0,2026-07-19T10:03:32.622229
2026-07-19,401857077,Tyasha Harris,Indiana Fever,G,False,21.0,11.0,2.0,4.0,0.0,0.0,0.0,,,,,,,15.0,2026-07-19T10:03:32.622234
2026-07-19,401857077,Raven Johnson,Indiana Fever,G,False,4.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,2026-07-19T10:03:32.622241
2026-07-19,401857077,Grace VanSlooten,Indiana Fever,F,False,,,,,,,,,,,,,,,2026-07-19T10:03:32.622245
2026-07-19,401857077,Damiris Dantas,Indiana Fever,C,False,,,,,,,,,,,,,,,2026-07-19T10:03:32.622248
2026-07-19,401857078,Bridget Carleton,Portland Fire,F,True,32.0,22.0,8.0,4.0,3.0,0.0,0.0,,,,,,,-1.0,2026-07-19T10:03:33.697789
2026-07-19,401857078,Emily Engstler,Portland Fire,F,True,29.0,12.0,6.0,3.0,1.0,1.0,2.0,,,,,,,-6.0,2026-07-19T10:03:33.697803
2026-07-19,401857078,Serah Williams,Portland Fire,C,True,23.0,8.0,2.0,1.0,0.0,1.0,1.0,,,,,,,5.0,2026-07-19T10:03:33.697811
2026-07-19,401857078,Sarah Ashlee Barker,Portland Fire,G,True,30.0,21.0,4.0,4.0,0.0,0.0,1.0,,,,,,,-1.0,2026-07-19T10:03:33.697817
2026-07-19,401857078,Carla Leite,Portland Fire,G,True,31.0,21.0,4.0,7.0,2.0,0.0,3.0,,,,,,,2.0,2026-07-19T10:03:33.697823
2026-07-19,401857078,Frieda Buhner,Portland Fire,F,False,17.0,2.0,2.0,1.0,1.0,0.0,1.0,,,,,,,-8.0,2026-07-19T10:03:33.697828
2026-07-19,401857078,Nyadiew Puoch,Portland Fire,F,False,8.0,0.0,3.0,1.0,0.0,0.0,0.0,,,,,,,-7.0,2026-07-19T10:03:33.697834
2026-07-19,401857078,Luisa Geiselsoder,Portland Fire,C,False,11.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,-7.0,2026-07-19T10:03:33.697839
