game_date,team,player,player_id,position,status,severity,injury_type,detail,return_date,is_out,source,scraped_at
2026-08-01,Las Vegas Aces,Cheyenne Parker-Tyus,,,Out,OUT,Not With Team,Not With Team; matchup=(ET) LVA@CHI; game_time=01:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Chicago Sky,Skylar Diggins,,,Out,OUT,Injury/Illness - Right Knee; Right Knee,Injury/Illness - Right Knee; Right Knee; matchup=(ET) LVA@CHI; game_time=01:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Chicago Sky,Azura Stevens,,,Out,OUT,Personal Reasons,Personal Reasons; matchup=(ET) LVA@CHI; game_time=01:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Chicago Sky,Maddy Westbeld,,,Out,OUT,Coach's Decision,Coach's Decision; matchup=(ET) LVA@CHI; game_time=01:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,New York Liberty,Leonie Fiebich,,,Out,OUT,Injury/Illness - Left Foot; L. Foot,Injury/Illness - Left Foot; L. Foot; matchup=(ET) NYL@PHX; game_time=03:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,New York Liberty,Anneli Maley,,,Out,OUT,,; matchup=(ET) NYL@PHX; game_time=03:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,New York Liberty,Satou Sabally,,,Out,OUT,Concussion Protocol,Concussion Protocol; matchup=(ET) NYL@PHX; game_time=03:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Phoenix Mercury,Shay Ciezki,,,Out,OUT,,; matchup=(ET) NYL@PHX; game_time=03:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Phoenix Mercury,Kara Dunn,,,Out,OUT,,; matchup=(ET) NYL@PHX; game_time=03:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Indiana Fever,Aliyah Boston,,,Probable,PROBABLE,Injury/Illness - Right Leg; Lower,Injury/Illness - Right Leg; Lower; matchup=(ET) IND@MIN; game_time=01:00,,False,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Indiana Fever,Caitlin Clark,,,Probable,PROBABLE,Injury/Illness - Back; Back,Injury/Illness - Back; Back; matchup=(ET) IND@MIN; game_time=01:00,,False,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Indiana Fever,Damiris Dantas,,,Out,OUT,Not With Team,Not With Team; matchup=(ET) IND@MIN; game_time=01:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Indiana Fever,Ugonne Onyiah,,,Out,OUT,Not With Team,Not With Team; matchup=(ET) IND@MIN; game_time=01:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Minnesota Lynx,Emma Cechova,,,Out,OUT,Injury/Illness - Right Knee; Right Knee,Injury/Illness - Right Knee; Right Knee; matchup=(ET) IND@MIN; game_time=01:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Connecticut Sun,Aaliyah Edwards,,,Out,OUT,Injury/Illness - Right Knee; -,Injury/Illness - Right Knee; -; matchup=(ET) CON@DAL; game_time=07:00,,True,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
2026-08-01,Connecticut Sun,Brittney Griner,,,Questionable,QUESTIONABLE,Injury/Illness - Left Knee; -,Injury/Illness - Left Knee; -; matchup=(ET) CON@DAL; game_time=07:00,,False,official_wnba_pdf,2026-08-01T23:09:15.728571+00:00
