game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,sportsbooks,odds_type,game_time,home_team,away_team,source,scraped_at
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,3pm,3pm,0.5,-223.0,161.0,,,1,draftkings,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_assists,ast,3.5,116.5,-157.0,,,2,"draftkings,fanduel",sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points_assists,pa,19.5,-130.0,-105.0,,,1,draftkings,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points_assists,pa,20.5,-102.0,-130.0,,,1,fanduel,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points_rebounds,pr,25.5,-120.0,-111.5,,,2,"draftkings,fanduel",sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points_rebounds_assists,pra,28.5,-128.0,-106.0,,,1,draftkings,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points_rebounds_assists,pra,29.5,-104.0,-128.0,,,1,fanduel,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points,pts,16.5,-119.0,-110.0,,,2,"draftkings,fanduel",sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_rebounds_assists,ra,12.5,100.0,-134.0,,,2,"draftkings,fanduel",sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Aliyah Boston,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_rebounds,reb,8.5,-129.5,-104.0,,,2,"draftkings,fanduel",sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Caitlin Clark,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,3pm,3pm,2.5,-173.0,126.0,,,1,draftkings,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Caitlin Clark,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,3pm,3pm,3.5,134.0,-180.0,,,1,fanduel,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Caitlin Clark,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_assists,ast,9.5,4.5,-140.5,,,2,"draftkings,fanduel",sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Caitlin Clark,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points_assists,pa,32.5,-109.0,-121.5,,,2,"draftkings,fanduel",sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Caitlin Clark,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points_rebounds,pr,26.5,-128.0,-106.0,,,1,draftkings,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
2026-09-18,51b44290d72300d77ead7df090c22d65,Caitlin Clark,Indiana Fever,,Indiana Fever @ Toronto Tempo,False,player_points_rebounds,pr,27.5,-102.0,-130.0,,,1,fanduel,sportsbook,2026-09-18T23:30:00Z,Toronto Tempo,Indiana Fever,canonical-player-props-cache,2026-09-18T21:47:32.395320+00:00
