game_date,event_id,game,game_time,home_team,away_team,player,team,stat,side,threshold,odds,sportsbook,sportsbook_key,market_key,source,scraped_at
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Courtney Vandersloot,,AST,OVER,1.5,-3500,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Kamilla Cardoso,,AST,OVER,1.5,-320,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Gabby Williams,,AST,OVER,1.5,-270,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Cecilia Zandalasini,,AST,OVER,1.5,-220,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Azura Stevens,,AST,OVER,1.5,-200,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Veronica Burton,,AST,OVER,5.5,-136,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Natasha Cloud,,AST,OVER,5.5,128,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Courtney Vandersloot,,AST,OVER,5.5,174,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Veronica Burton,,AST,OVER,7.5,270,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Natasha Cloud,,AST,OVER,7.5,430,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Courtney Vandersloot,,AST,OVER,7.5,580,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Veronica Burton,,AST,OVER,3.5,-650,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Natasha Cloud,,AST,OVER,3.5,-380,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
2026-08-21,8643e7ef86c42f8f9cdded87326060fc,Golden State Valkyries @ Chicago Sky,2026-08-21T23:30:00Z,Chicago Sky,Golden State Valkyries,Courtney Vandersloot,,AST,OVER,3.5,-260,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-21T21:43:24.431673+00:00
