game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,odds_type,game_time,home_team,away_team,source,scraped_at
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Veronica Burton,,,Toronto Tempo @ Golden State Valkyries,,player_assists,ast,6.5,116.25,-155.0,,,4,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Marina Mabrey,,,Toronto Tempo @ Golden State Valkyries,,player_assists,ast,3.5,-107.6,-125.5,,,5,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Julie Allemand,,,Toronto Tempo @ Golden State Valkyries,,player_assists,ast,5.5,-111.5,-119.0,,,4,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Kaitlyn Chen,,,Toronto Tempo @ Golden State Valkyries,,player_assists,ast,2.5,35.33,-135.67,,,3,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Maria Conde,,,Toronto Tempo @ Golden State Valkyries,,player_assists,ast,2.5,106.75,-143.67,,,4,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Janelle Salaun,,,Toronto Tempo @ Golden State Valkyries,,player_points,pts,12.5,-128.33,100.0,,,3,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Nyara Sabally,,,Toronto Tempo @ Golden State Valkyries,,player_points,pts,11.5,21.4,-133.75,,,5,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Maria Conde,,,Toronto Tempo @ Golden State Valkyries,,player_points,pts,10.5,-54.5,-128.0,,,4,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Laura Juskaite,,,Toronto Tempo @ Golden State Valkyries,,player_points,pts,10.5,-3.0,-135.0,,,2,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Gabby Williams,,,Toronto Tempo @ Golden State Valkyries,,player_points,pts,14.5,-108.0,-127.0,,,4,sportsbook,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,the-odds-api,2026-08-04T15:37:16.859436+00:00
