game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,odds_type,game_time,home_team,away_team,source,scraped_at
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Jessica Shepard,,,New York Liberty @ Dallas Wings,,player_assists,ast,6.5,118.0,-158.0,,,1,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Sabrina Ionescu,,,New York Liberty @ Dallas Wings,,player_assists,ast,4.5,-159.0,119.5,,,4,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Paige Bueckers,,,New York Liberty @ Dallas Wings,,player_assists,ast,6.5,-132.8,-0.75,,,5,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Breanna Stewart,,,New York Liberty @ Dallas Wings,,player_assists,ast,3.5,133.25,-179.25,,,4,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Arike Ogunbowale,,,New York Liberty @ Dallas Wings,,player_assists,ast,2.5,-125.5,32.67,,,4,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Jonquel Jones,,,New York Liberty @ Dallas Wings,,player_assists,ast,2.5,127.0,-176.33,,,4,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Pauline Astier,,,New York Liberty @ Dallas Wings,,player_assists,ast,2.5,-181.0,135.0,,,3,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Jessica Shepard,,,New York Liberty @ Dallas Wings,,player_points,pts,15.5,-120.2,-106.5,,,5,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Paige Bueckers,,,New York Liberty @ Dallas Wings,,player_points,pts,22.5,-105.8,-123.5,,,5,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
2026-07-20,f8d499fa23c7a4576854388ba749a0ad,Breanna Stewart,,,New York Liberty @ Dallas Wings,,player_points,pts,21.5,-57.75,-122.33,,,4,sportsbook,2026-07-21T00:00:00Z,Dallas Wings,New York Liberty,the-odds-api,2026-07-20T15:22:20.445534+00:00
