game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-08,401857046,STATUS_SCHEDULED,False,False,New York Liberty,Dallas Wings,0,0,0,0,,,,,,,,,NY -4.5,174.5,Barclays Center,0,2026-07-07T08:50:19.906833
2026-07-08,401857047,STATUS_SCHEDULED,False,False,Phoenix Mercury,Chicago Sky,0,0,0,0,,,,,,,,,PHX -3.5,175.5,Mortgage Matchup Center,0,2026-07-07T08:50:19.906855
