game_id,game_date,team,player,position,minutes,fgm,fga,threes,fta,ftm,reb,ast,stl,blk,tov,pf,pts,opponent,opponent_abbr,team_abbr,team_logo,source
401857097,2026-07-29,Atlanta Dream,Aaliyah Nye,G,,,,,,,,,,,,,,Dallas Wings,DAL,ATL,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,wehoop_espn
401857097,2026-07-29,Dallas Wings,Alanna Smith,F,,,,,,,,,,,,,,Atlanta Dream,ATL,DAL,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,wehoop_espn
401857097,2026-07-29,Atlanta Dream,Allisha Gray,G,34,8,13,0,9,9,0,2,1,0,1,4,25,Dallas Wings,DAL,ATL,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,wehoop_espn
401857097,2026-07-29,Dallas Wings,Alysha Clark,F,,,,,,,,,,,,,,Atlanta Dream,ATL,DAL,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,wehoop_espn
401857097,2026-07-29,Atlanta Dream,Angel Reese,F,34,9,18,0,6,4,12,4,4,1,3,5,22,Dallas Wings,DAL,ATL,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,wehoop_espn
401857097,2026-07-29,Dallas Wings,Arike Ogunbowale,G,38,9,16,1,5,5,6,5,4,0,3,5,24,Atlanta Dream,ATL,DAL,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,wehoop_espn
401857097,2026-07-29,Dallas Wings,Awak Kuier,F,16,2,6,0,0,0,2,0,1,2,1,2,4,Atlanta Dream,ATL,DAL,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,wehoop_espn
401857097,2026-07-29,Dallas Wings,Aziaha James,G,3,0,1,0,0,0,1,0,0,0,0,0,0,Atlanta Dream,ATL,DAL,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,wehoop_espn
401857097,2026-07-29,Dallas Wings,Azzi Fudd,G,37,9,13,2,0,0,3,2,2,0,2,1,20,Atlanta Dream,ATL,DAL,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,wehoop_espn
401857097,2026-07-29,Atlanta Dream,Brionna Jones,F,21,5,10,0,2,1,7,1,0,3,2,1,11,Dallas Wings,DAL,ATL,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,wehoop_espn
401857097,2026-07-29,Atlanta Dream,Isobel Borlase,G,17,4,9,0,3,2,2,0,0,0,0,2,10,Dallas Wings,DAL,ATL,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,wehoop_espn
401857097,2026-07-29,Atlanta Dream,Jaylyn Sherrod,G,4,0,1,0,0,0,0,1,0,0,0,0,0,Dallas Wings,DAL,ATL,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,wehoop_espn
