game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at,available_books,all_books
2026-08-01,8cb92d45e2c4570ff14320738ec395f2,Connecticut Sun @ Dallas Wings,2026-08-02T23:00:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,,440,True,the-odds-api,2026-08-01T14:42:15.553148+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-01,8cb92d45e2c4570ff14320738ec395f2,Connecticut Sun @ Dallas Wings,2026-08-02T23:00:00Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,fanduel,FanDuel,,-590,True,the-odds-api,2026-08-01T14:42:15.553148+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-01,0ec7356c2a72bd70a2ddb870e33f24a3,Indiana Fever @ Minnesota Lynx,2026-08-02T17:00:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,williamhill_us,Caesars,,205,False,the-odds-api,2026-08-01T14:42:15.553148+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-01,0ec7356c2a72bd70a2ddb870e33f24a3,Indiana Fever @ Minnesota Lynx,2026-08-02T17:00:00Z,MONEYLINE,h2h,Minnesota Lynx,Minnesota Lynx,,,fanduel,FanDuel,,-220,True,the-odds-api,2026-08-01T14:42:15.553148+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,MONEYLINE,h2h,Chicago Sky,Chicago Sky,,,fanatics,Fanatics,,210,True,the-odds-api,2026-08-01T14:42:15.553148+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,MONEYLINE,h2h,Las Vegas Aces,Las Vegas Aces,,,bovada,Bovada,,-230,False,the-odds-api,2026-08-01T14:42:15.553148+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-01,e15c637f66763f4ab0621898bd92d2bb,Los Angeles Sparks @ Portland Fire,2026-08-02T19:30:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,fanatics,Fanatics,,-105,True,the-odds-api,2026-08-01T14:42:15.553148+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-01,e15c637f66763f4ab0621898bd92d2bb,Los Angeles Sparks @ Portland Fire,2026-08-02T19:30:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,fanduel,FanDuel,,-110,True,the-odds-api,2026-08-01T14:42:15.553148+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-01,e9d3ed7c6df9b35e3b167038806ecd53,New York Liberty @ Phoenix Mercury,2026-08-01T19:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,fanduel,FanDuel,,-148,True,the-odds-api,2026-08-01T14:42:15.553148+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-01,e9d3ed7c6df9b35e3b167038806ecd53,New York Liberty @ Phoenix Mercury,2026-08-01T19:00:00Z,MONEYLINE,h2h,Phoenix Mercury,Phoenix Mercury,,,betmgm,BetMGM,,145,True,the-odds-api,2026-08-01T14:42:15.553148+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
