game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,MONEYLINE,h2h,Chicago Sky,Chicago Sky,,,draftkings,DraftKings,,-206,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,,167,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,SPREAD,spreads,Chicago Sky,Chicago Sky,,,draftkings,DraftKings,-4.5,-116,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,4.5,-104,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,TOTAL,totals,OVER,,,,draftkings,DraftKings,175.5,-112,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,TOTAL,totals,UNDER,,,,draftkings,DraftKings,175.5,-108,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,MONEYLINE,h2h,Chicago Sky,Chicago Sky,,,fanatics,Fanatics,,-205,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,fanatics,Fanatics,,170,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,SPREAD,spreads,Chicago Sky,Chicago Sky,,,fanatics,Fanatics,-5.0,-110,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
2026-07-30,c1d42f6695414bf61ecb07b706cce413,Connecticut Sun @ Chicago Sky,2026-07-31T00:10:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,fanatics,Fanatics,5.0,-110,True,the-odds-api,2026-07-30T15:24:28.420848+00:00
