game_date,event_id,game,game_time,home_team,away_team,player,team,stat,side,threshold,odds,sportsbook,sportsbook_key,market_key,source,scraped_at
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,4.5,-1300,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,5.5,-550,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,6.5,-300,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,7.5,-150,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,8.5,110,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,9.5,160,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,10.5,270,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,11.5,400,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Alyssa Thomas,,AST,OVER,12.5,650,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Monique Akoa Makani,,AST,OVER,1.5,-650,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Monique Akoa Makani,,AST,OVER,2.5,-190,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Monique Akoa Makani,,AST,OVER,3.5,125,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Monique Akoa Makani,,AST,OVER,4.5,240,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Monique Akoa Makani,,AST,OVER,5.5,475,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Brittney Griner,,AST,OVER,1.5,-525,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Brittney Griner,,AST,OVER,2.5,-165,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Brittney Griner,,AST,OVER,3.5,135,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Brittney Griner,,AST,OVER,4.5,290,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Brittney Griner,,AST,OVER,5.5,600,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Leïla Lacan,,AST,OVER,2.5,-900,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Leïla Lacan,,AST,OVER,3.5,-350,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Leïla Lacan,,AST,OVER,4.5,-150,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Leïla Lacan,,AST,OVER,5.5,125,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Leïla Lacan,,AST,OVER,6.5,225,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Leïla Lacan,,AST,OVER,7.5,375,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Leïla Lacan,,AST,OVER,8.5,700,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
2026-07-19,fc804cb9450e1bdff88768da90a4a79d,Connecticut Sun @ Phoenix Mercury,2026-07-19T23:00:00Z,Phoenix Mercury,Connecticut Sun,Charlisse Leger-Walker,,AST,OVER,1.5,-1700,Fanatics,fanatics,player_assists_alternate,the-odds-api,2026-07-19T22:31:57.999702+00:00
