game_date,event_id,game,game_time,home_team,away_team,player,team,stat,side,threshold,odds,sportsbook,sportsbook_key,market_key,source,scraped_at
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Sabrina Ionescu,,AST,OVER,7.5,280,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Natisha Hiedeman,,AST,OVER,7.5,350,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Jade Melbourne,,AST,OVER,7.5,920,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Sabrina Ionescu,,AST,OVER,5.5,-125,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Natisha Hiedeman,,AST,OVER,5.5,-102,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Jade Melbourne,,AST,OVER,5.5,280,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Breanna Stewart,,AST,OVER,5.5,490,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Flau'jae Johnson,,AST,OVER,5.5,700,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Jonquel Jones,,AST,OVER,5.5,750,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Pauline Astier,,AST,OVER,5.5,750,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Sabrina Ionescu,,AST,OVER,9.5,750,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Natisha Hiedeman,,AST,OVER,9.5,880,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Sabrina Ionescu,,AST,OVER,3.5,-650,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Natisha Hiedeman,,AST,OVER,3.5,-500,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Jade Melbourne,,AST,OVER,3.5,-158,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Breanna Stewart,,AST,OVER,3.5,102,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Flau'jae Johnson,,AST,OVER,3.5,158,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Jonquel Jones,,AST,OVER,3.5,164,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Pauline Astier,,AST,OVER,3.5,172,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Awa Fam,,AST,OVER,3.5,350,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Jade Melbourne,,AST,OVER,1.5,-1600,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Breanna Stewart,,AST,OVER,1.5,-1000,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Jonquel Jones,,AST,OVER,1.5,-500,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Flau'jae Johnson,,AST,OVER,1.5,-500,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Pauline Astier,,AST,OVER,1.5,-500,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Awa Fam,,AST,OVER,1.5,-235,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Dominique Malonga,,AST,OVER,1.5,-114,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Dominique Malonga,,PTS,OVER,19.5,305,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Natisha Hiedeman,,PTS,OVER,19.5,188,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Flau'jae Johnson,,PTS,OVER,19.5,350,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Awa Fam,,PTS,OVER,19.5,750,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Jonquel Jones,,PTS,OVER,19.5,375,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Sabrina Ionescu,,PTS,OVER,19.5,-125,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Breanna Stewart,,PTS,OVER,19.5,-220,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Awa Fam,,PTS,OVER,14.5,205,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Dominique Malonga,,PTS,OVER,14.5,-110,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Flau'jae Johnson,,PTS,OVER,14.5,100,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
2026-08-03,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,New York Liberty,Seattle Storm,Natisha Hiedeman,,PTS,OVER,14.5,-188,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-03T16:08:12.445350+00:00
