game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-07-05,401857041,Jessica Shepard,Dallas Wings,F,True,32.0,14.0,15.0,3.0,1.0,0.0,3.0,,,,,,,27.0,2026-07-05T22:09:49.622402
2026-07-05,401857041,Awak Kuier,Dallas Wings,F,True,21.0,10.0,6.0,0.0,1.0,3.0,0.0,,,,,,,16.0,2026-07-05T22:09:49.622420
2026-07-05,401857041,Arike Ogunbowale,Dallas Wings,G,True,27.0,10.0,6.0,2.0,0.0,0.0,0.0,,,,,,,24.0,2026-07-05T22:09:49.622425
2026-07-05,401857041,Paige Bueckers,Dallas Wings,G,True,31.0,22.0,3.0,7.0,0.0,0.0,2.0,,,,,,,25.0,2026-07-05T22:09:49.622429
2026-07-05,401857041,Azzi Fudd,Dallas Wings,G,True,30.0,17.0,3.0,2.0,3.0,1.0,0.0,,,,,,,22.0,2026-07-05T22:09:49.622432
2026-07-05,401857041,Alysha Clark,Dallas Wings,F,False,6.0,3.0,1.0,0.0,1.0,1.0,1.0,,,,,,,-9.0,2026-07-05T22:09:49.622436
2026-07-05,401857041,Alanna Smith,Dallas Wings,F,False,14.0,2.0,4.0,1.0,1.0,1.0,0.0,,,,,,,7.0,2026-07-05T22:09:49.622439
2026-07-05,401857041,Maddy Siegrist,Dallas Wings,F,False,8.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,-14.0,2026-07-05T22:09:49.622449
2026-07-05,401857041,Li Yueru,Dallas Wings,C,False,4.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,-10.0,2026-07-05T22:09:49.622453
2026-07-05,401857041,Odyssey Sims,Dallas Wings,G,False,8.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-13.0,2026-07-05T22:09:49.622457
2026-07-05,401857041,Sug Sutton,Dallas Wings,G,False,9.0,4.0,0.0,1.0,0.0,0.0,1.0,,,,,,,-5.0,2026-07-05T22:09:49.622461
2026-07-05,401857041,Aziaha James,Dallas Wings,G,False,10.0,3.0,4.0,0.0,0.0,0.0,1.0,,,,,,,-5.0,2026-07-05T22:09:49.622464
2026-07-05,401857041,Isabelle Harrison,Toronto Tempo,F,True,27.0,13.0,5.0,1.0,1.0,1.0,3.0,,,,,,,-13.0,2026-07-05T22:09:49.622469
2026-07-05,401857041,Maria Conde,Toronto Tempo,F,True,29.0,3.0,10.0,3.0,0.0,0.0,3.0,,,,,,,-12.0,2026-07-05T22:09:49.622473
2026-07-05,401857041,Nyara Sabally,Toronto Tempo,F,True,29.0,14.0,7.0,5.0,1.0,0.0,2.0,,,,,,,-13.0,2026-07-05T22:09:49.622476
2026-07-05,401857041,Marina Mabrey,Toronto Tempo,G,True,31.0,19.0,5.0,5.0,1.0,1.0,1.0,,,,,,,-19.0,2026-07-05T22:09:49.622479
2026-07-05,401857041,Tima Pouye,Toronto Tempo,G,True,21.0,3.0,0.0,1.0,0.0,0.0,1.0,,,,,,,-12.0,2026-07-05T22:09:49.622484
2026-07-05,401857041,Teonni Key,Toronto Tempo,F,False,10.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.0,2026-07-05T22:09:49.622489
2026-07-05,401857041,Laura Juskaite,Toronto Tempo,F,False,24.0,8.0,5.0,1.0,1.0,1.0,1.0,,,,,,,-1.0,2026-07-05T22:09:49.622492
2026-07-05,401857041,Kia Nurse,Toronto Tempo,G,False,21.0,12.0,1.0,0.0,0.0,0.0,1.0,,,,,,,3.0,2026-07-05T22:09:49.622496
2026-07-05,401857041,Ornella Bankole,Toronto Tempo,G,False,8.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,,,1.0,2026-07-05T22:09:49.622499
2026-07-05,401857041,Temi Fagbenle,Toronto Tempo,C,False,,,,,,,,,,,,,,,2026-07-05T22:09:49.622501
2026-07-05,401857041,Brittney Sykes,Toronto Tempo,G,False,,,,,,,,,,,,,,,2026-07-05T22:09:49.622503
2026-07-05,401857041,Julie Allemand,Toronto Tempo,G,False,,,,,,,,,,,,,,,2026-07-05T22:09:49.622505
2026-07-05,401857041,Kiki Rice,Toronto Tempo,G,False,,,,,,,,,,,,,,,2026-07-05T22:09:49.622507
