game_date,team,player,player_id,position,status,severity,injury_type,detail,return_date,is_out,source,scraped_at
2026-08-03,Las Vegas Aces,Cheyenne Parker-Tyus,,,Out,OUT,Not With Team,Not With Team; matchup=(ET) LVA@ATL; game_time=07:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Atlanta Dream,Te-Hina Paopao,,,Out,OUT,Injury/Illness - Right Leg; N/A,Injury/Illness - Right Leg; N/A; matchup=(ET) LVA@ATL; game_time=07:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Seattle Storm,Taina Mair,,,Out,OUT,Coach's Decision - Coach's Decision,Coach's Decision - Coach's Decision; matchup=SEA@NYL; game_time=07:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,New York Liberty,Leonie Fiebich,,,Out,OUT,Injury/Illness - Left Foot; L. Foot,Injury/Illness - Left Foot; L. Foot; matchup=SEA@NYL; game_time=07:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,New York Liberty,Anneli Maley,,,Out,OUT,,; matchup=SEA@NYL; game_time=07:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,New York Liberty,Satou Sabally,,,Out,OUT,Concussion Protocol,Concussion Protocol; matchup=SEA@NYL; game_time=07:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Phoenix Mercury,Shay Ciezki,,,Out,OUT,,; matchup=(ET) PHX@CHI; game_time=09:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Phoenix Mercury,Kara Dunn,,,Out,OUT,,; matchup=(ET) PHX@CHI; game_time=09:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Chicago Sky,Skylar Diggins,,,Out,OUT,Injury/Illness - Right Knee; Right Knee,Injury/Illness - Right Knee; Right Knee; matchup=(ET) PHX@CHI; game_time=09:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Chicago Sky,Azura Stevens,,,Out,OUT,Personal Reasons,Personal Reasons; matchup=(ET) PHX@CHI; game_time=09:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Chicago Sky,Maddy Westbeld,,,Out,OUT,Coach's Decision,Coach's Decision; matchup=(ET) PHX@CHI; game_time=09:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Toronto Tempo,Marina Mabrey,,,Questionable,QUESTIONABLE,Injury/Illness - Neck; Injury,Injury/Illness - Neck; Injury; matchup=(ET) TOR@GSV; game_time=10:00,,False,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Toronto Tempo,Aneesah Morrow,,,Probable,PROBABLE,,; matchup=(ET) TOR@GSV; game_time=10:00,,False,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
2026-08-03,Toronto Tempo,Brittney Sykes,,,Out,OUT,Injury/Illness - Left Foot; Injury,Injury/Illness - Left Foot; Injury; matchup=(ET) TOR@GSV; game_time=10:00,,True,official_wnba_pdf,2026-08-04T03:34:40.534652+00:00
