game_date,event_id,game,game_time,home_team,away_team,player,team,stat,side,threshold,odds,sportsbook,sportsbook_key,market_key,source,scraped_at
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jackie Young,,AST,OVER,11.5,880,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Chelsea Gray,,AST,OVER,11.5,1100,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Natasha Cloud,,AST,OVER,1.5,-4500,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Courtney Vandersloot,,AST,OVER,1.5,-3000,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,A'ja Wilson,,AST,OVER,1.5,-1200,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Kamilla Cardoso,,AST,OVER,1.5,-220,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Sydney Taylor,,AST,OVER,1.5,-198,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jackie Young,,AST,OVER,3.5,-3000,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Chelsea Gray,,AST,OVER,3.5,-2000,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Natasha Cloud,,AST,OVER,3.5,-275,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Courtney Vandersloot,,AST,OVER,3.5,-240,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,A'ja Wilson,,AST,OVER,3.5,-114,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Kamilla Cardoso,,AST,OVER,3.5,350,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Sydney Taylor,,AST,OVER,3.5,390,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jackie Young,,AST,OVER,7.5,110,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Chelsea Gray,,AST,OVER,7.5,142,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Natasha Cloud,,AST,OVER,7.5,580,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Courtney Vandersloot,,AST,OVER,7.5,640,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,A'ja Wilson,,AST,OVER,7.5,1400,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jackie Young,,AST,OVER,9.5,300,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Chelsea Gray,,AST,OVER,9.5,390,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Courtney Vandersloot,,AST,OVER,9.5,1400,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jackie Young,,AST,OVER,5.5,-350,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Chelsea Gray,,AST,OVER,5.5,-270,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Natasha Cloud,,AST,OVER,5.5,168,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Courtney Vandersloot,,AST,OVER,5.5,188,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,A'ja Wilson,,AST,OVER,5.5,400,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,A'ja Wilson,,PTS,OVER,34.5,390,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jackie Young,,PTS,OVER,34.5,1700,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,A'ja Wilson,,PTS,OVER,44.5,2800,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jackie Young,,PTS,OVER,9.5,-4500,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Chelsea Gray,,PTS,OVER,9.5,-305,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jewell Loyd,,PTS,OVER,9.5,120,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,NaLyssa Smith,,PTS,OVER,9.5,-156,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Kamilla Cardoso,,PTS,OVER,9.5,-620,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Natasha Cloud,,PTS,OVER,9.5,-128,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Sydney Taylor,,PTS,OVER,9.5,-780,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Courtney Vandersloot,,PTS,OVER,9.5,154,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Elizabeth Williams,,PTS,OVER,9.5,198,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,A'ja Wilson,,PTS,OVER,24.5,-225,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Jackie Young,,PTS,OVER,24.5,260,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Chelsea Gray,,PTS,OVER,24.5,1600,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Kamilla Cardoso,,PTS,OVER,24.5,750,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,Las Vegas Aces @ Chicago Sky,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,Sydney Taylor,,PTS,OVER,24.5,560,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-01T11:05:25.230328+00:00
