game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-07-04,401857039,Kayla Thornton,Golden State Valkyries,F,True,23.0,2.0,4.0,1.0,1.0,0.0,0.0,,,,,,,18.0,2026-07-05T10:33:02.381958
2026-07-04,401857039,Gabby Williams,Golden State Valkyries,F,True,27.0,19.0,1.0,2.0,3.0,0.0,0.0,,,,,,,0.0,2026-07-05T10:33:02.381973
2026-07-04,401857039,Cecilia Zandalasini,Golden State Valkyries,F,True,22.0,9.0,2.0,1.0,2.0,1.0,6.0,,,,,,,2.0,2026-07-05T10:33:02.381980
2026-07-04,401857039,Kiah Stokes,Golden State Valkyries,C,True,22.0,5.0,7.0,1.0,3.0,2.0,1.0,,,,,,,5.0,2026-07-05T10:33:02.381986
2026-07-04,401857039,Veronica Burton,Golden State Valkyries,G,True,31.0,21.0,1.0,4.0,1.0,1.0,4.0,,,,,,,13.0,2026-07-05T10:33:02.381992
2026-07-04,401857039,Laeticia Amihere,Golden State Valkyries,F,False,14.0,2.0,5.0,2.0,0.0,0.0,1.0,,,,,,,-1.0,2026-07-05T10:33:02.381998
2026-07-04,401857039,Janelle Salaun,Golden State Valkyries,F,False,20.0,14.0,2.0,0.0,0.0,0.0,0.0,,,,,,,-12.0,2026-07-05T10:33:02.382003
2026-07-04,401857039,Tiffany Hayes,Golden State Valkyries,G,False,13.0,5.0,0.0,1.0,2.0,0.0,0.0,,,,,,,-3.0,2026-07-05T10:33:02.382013
2026-07-04,401857039,Kaila Charles,Golden State Valkyries,G,False,18.0,7.0,8.0,5.0,3.0,0.0,2.0,,,,,,,11.0,2026-07-05T10:33:02.382021
2026-07-04,401857039,Kaitlyn Chen,Golden State Valkyries,G,False,9.0,4.0,0.0,2.0,0.0,0.0,0.0,,,,,,,-8.0,2026-07-05T10:33:02.382027
2026-07-04,401857039,Nadia Fingall,Golden State Valkyries,C,False,,,,,,,,,,,,,,,2026-07-05T10:33:02.382031
2026-07-04,401857039,Juste Jocyte,Golden State Valkyries,G,False,,,,,,,,,,,,,,,2026-07-05T10:33:02.382040
2026-07-04,401857039,Angel Reese,Atlanta Dream,F,True,35.0,17.0,13.0,3.0,3.0,0.0,4.0,,,,,,,-9.0,2026-07-05T10:33:02.382047
2026-07-04,401857039,Allisha Gray,Atlanta Dream,G,True,36.0,22.0,4.0,3.0,1.0,0.0,4.0,,,,,,,-13.0,2026-07-05T10:33:02.382053
2026-07-04,401857039,Jordin Canada,Atlanta Dream,G,True,35.0,7.0,4.0,8.0,1.0,0.0,4.0,,,,,,,1.0,2026-07-05T10:33:02.382058
2026-07-04,401857039,Rhyne Howard,Atlanta Dream,G,True,37.0,19.0,5.0,3.0,0.0,1.0,0.0,,,,,,,-4.0,2026-07-05T10:33:02.382063
2026-07-04,401857039,Isobel Borlase,Atlanta Dream,G,True,10.0,0.0,3.0,0.0,0.0,0.0,1.0,,,,,,,-7.0,2026-07-05T10:33:02.382068
2026-07-04,401857039,Naz Hillmon,Atlanta Dream,F,False,24.0,3.0,5.0,1.0,0.0,0.0,0.0,,,,,,,0.0,2026-07-05T10:33:02.382076
2026-07-04,401857039,Sika Kone,Atlanta Dream,F,False,6.0,4.0,0.0,0.0,1.0,0.0,0.0,,,,,,,2.0,2026-07-05T10:33:02.382081
2026-07-04,401857039,Madina Okot,Atlanta Dream,C,False,10.0,11.0,2.0,0.0,0.0,0.0,1.0,,,,,,,5.0,2026-07-05T10:33:02.382087
2026-07-04,401857039,Te-Hina Paopao,Atlanta Dream,G,False,5.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,1.0,2026-07-05T10:33:02.382094
2026-07-04,401857039,Indya Nivar,Atlanta Dream,G,False,4.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,-1.0,2026-07-05T10:33:02.382099
2026-07-04,401857039,Brionna Jones,Atlanta Dream,F,False,,,,,,,,,,,,,,,2026-07-05T10:33:02.382103
2026-07-04,401857039,Aaliyah Nye,Atlanta Dream,G,False,,,,,,,,,,,,,,,2026-07-05T10:33:02.382106
2026-07-05,401857040,Bridget Carleton,Portland Fire,F,True,31.0,14.0,7.0,2.0,2.0,0.0,2.0,,,,,,,4.0,2026-07-05T10:33:03.611298
2026-07-05,401857040,Emily Engstler,Portland Fire,F,True,22.0,9.0,8.0,0.0,2.0,0.0,5.0,,,,,,,-3.0,2026-07-05T10:33:03.611317
2026-07-05,401857040,Megan Gustafson,Portland Fire,C,True,27.0,10.0,9.0,3.0,0.0,1.0,0.0,,,,,,,9.0,2026-07-05T10:33:03.611323
2026-07-05,401857040,Sarah Ashlee Barker,Portland Fire,G,True,28.0,4.0,6.0,3.0,0.0,2.0,1.0,,,,,,,4.0,2026-07-05T10:33:03.611329
2026-07-05,401857040,Carla Leite,Portland Fire,G,True,22.0,20.0,3.0,4.0,0.0,0.0,4.0,,,,,,,5.0,2026-07-05T10:33:03.611335
2026-07-05,401857040,Frieda Buhner,Portland Fire,F,False,18.0,9.0,7.0,2.0,0.0,0.0,2.0,,,,,,,8.0,2026-07-05T10:33:03.611340
2026-07-05,401857040,Nyadiew Puoch,Portland Fire,F,False,15.0,2.0,2.0,0.0,2.0,0.0,1.0,,,,,,,1.0,2026-07-05T10:33:03.611345
2026-07-05,401857040,Serah Williams,Portland Fire,C,False,13.0,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,,-4.0,2026-07-05T10:33:03.611351
2026-07-05,401857040,Holly Winterburn,Portland Fire,G,False,8.0,4.0,1.0,2.0,1.0,0.0,0.0,,,,,,,-3.0,2026-07-05T10:33:03.611356
2026-07-05,401857040,Teja Oblak,Portland Fire,G,False,16.0,5.0,2.0,1.0,2.0,0.0,3.0,,,,,,,4.0,2026-07-05T10:33:03.611362
2026-07-05,401857040,Luisa Geiselsoder,Portland Fire,C,False,,,,,,,,,,,,,,,2026-07-05T10:33:03.611366
2026-07-05,401857040,Karlie Samuelson,Portland Fire,G,False,,,,,,,,,,,,,,,2026-07-05T10:33:03.611370
2026-07-05,401857040,Dominique Malonga,Seattle Storm,C,True,19.0,22.0,5.0,1.0,0.0,0.0,2.0,,,,,,,2.0,2026-07-05T10:33:03.611377
2026-07-05,401857040,Awa Fam,Seattle Storm,C,True,34.0,12.0,3.0,1.0,4.0,1.0,2.0,,,,,,,-1.0,2026-07-05T10:33:03.611382
2026-07-05,401857040,Natisha Hiedeman,Seattle Storm,G,True,34.0,15.0,2.0,4.0,4.0,0.0,4.0,,,,,,,2.0,2026-07-05T10:33:03.611388
2026-07-05,401857040,Flau'jae Johnson,Seattle Storm,G,True,31.0,1.0,8.0,3.0,1.0,0.0,3.0,,,,,,,0.0,2026-07-05T10:33:03.611393
2026-07-05,401857040,Jade Melbourne,Seattle Storm,G,True,18.0,5.0,1.0,3.0,2.0,0.0,2.0,,,,,,,-5.0,2026-07-05T10:33:03.611398
2026-07-05,401857040,Katie Lou Samuelson,Seattle Storm,F,False,18.0,5.0,1.0,0.0,2.0,0.0,0.0,,,,,,,-6.0,2026-07-05T10:33:03.611404
2026-07-05,401857040,Ezi Magbegor,Seattle Storm,F,False,14.0,4.0,7.0,1.0,0.0,2.0,1.0,,,,,,,-2.0,2026-07-05T10:33:03.611409
2026-07-05,401857040,Jordan Horston,Seattle Storm,F,False,8.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,,-5.0,2026-07-05T10:33:03.611414
2026-07-05,401857040,Stefanie Dolson,Seattle Storm,C,False,9.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,,-5.0,2026-07-05T10:33:03.611419
2026-07-05,401857040,Zia Cooke,Seattle Storm,G,False,16.0,4.0,1.0,1.0,0.0,0.0,0.0,,,,,,,-5.0,2026-07-05T10:33:03.611425
2026-07-05,401857040,Mackenzie Holmes,Seattle Storm,F,False,,,,,,,,,,,,,,,2026-07-05T10:33:03.611428
2026-07-05,401857040,Taylor Thierry,Seattle Storm,F,False,,,,,,,,,,,,,,,2026-07-05T10:33:03.611432
