game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-16,401857071,STATUS_FINAL,True,False,Washington Mystics,Portland Fire,56,75,-19,131,13.0,18.0,14.0,11.0,28.0,19.0,12.0,16.0,,,CareFirst Arena,4200,2026-07-17T10:15:01.925646
2026-07-17,401857072,STATUS_POSTPONED,False,False,Dallas Wings,New York Liberty,0,0,0,0,,,,,,,,,,,College Park Center,0,2026-07-17T10:15:01.925664
