game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-07-10,401857051,Dominique Malonga,Seattle Storm,C,True,29.0,15.0,9.0,2.0,1.0,1.0,4.0,,,,,,,-3.0,2026-07-10T11:22:29.253187
2026-07-10,401857051,Awa Fam,Seattle Storm,C,True,30.0,4.0,5.0,4.0,0.0,0.0,0.0,,,,,,,-12.0,2026-07-10T11:22:29.253209
2026-07-10,401857051,Natisha Hiedeman,Seattle Storm,G,True,34.0,20.0,5.0,3.0,0.0,0.0,4.0,,,,,,,-9.0,2026-07-10T11:22:29.253224
2026-07-10,401857051,Flau'jae Johnson,Seattle Storm,G,True,29.0,14.0,2.0,5.0,2.0,1.0,3.0,,,,,,,-3.0,2026-07-10T11:22:29.253231
2026-07-10,401857051,Jade Melbourne,Seattle Storm,G,True,25.0,5.0,2.0,4.0,1.0,0.0,4.0,,,,,,,-5.0,2026-07-10T11:22:29.253236
2026-07-10,401857051,Katie Lou Samuelson,Seattle Storm,F,False,12.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-10.0,2026-07-10T11:22:29.253242
2026-07-10,401857051,Ezi Magbegor,Seattle Storm,F,False,8.0,2.0,5.0,0.0,0.0,0.0,1.0,,,,,,,-1.0,2026-07-10T11:22:29.253248
2026-07-10,401857051,Jordan Horston,Seattle Storm,F,False,11.0,6.0,3.0,1.0,1.0,0.0,1.0,,,,,,,0.0,2026-07-10T11:22:29.253258
2026-07-10,401857051,Stefanie Dolson,Seattle Storm,C,False,13.0,4.0,2.0,1.0,0.0,1.0,2.0,,,,,,,-6.0,2026-07-10T11:22:29.253266
2026-07-10,401857051,Zia Cooke,Seattle Storm,G,False,9.0,5.0,2.0,1.0,1.0,0.0,2.0,,,,,,,-6.0,2026-07-10T11:22:29.253272
