player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source,history_games,history_latest_date,history_source
Laura Juskaite,,Atlanta Dream @ Toronto Tempo,,PRA,13.9,12.0,8.5,15.5,8.5-15.5,15.5,-115.0,-115.0,,,-3.5,UNDER,HIGH,0.596,0.5349,0.1143,11.4,0.0328,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[12.0, 19.0, 31.0, 6.0, 14.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.6,0.6,"[12.4, 11.6, 10.7, 13.8, 12.9]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Dominique Malonga,,Seattle Storm @ Indiana Fever,,PTS,15.2,12.9,9.4,16.4,9.4-16.4,17.5,-55.75,-128.33,,,-4.6,UNDER,HIGH,0.6246,0.562,0.1113,11.1,0.0357,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[16.0, 4.0, 15.0, 2.0, 22.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.8,0.7,"[14.2, 13.3, 12.5, 11.6, 14.7]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Olivia Nelson-Ododa,,Connecticut Sun @ Phoenix Mercury,,PRA,15.5,18.2,14.7,21.7,14.7-21.7,20.5,-130.0,-103.5,,,-2.3,UNDER,HIGH,0.5648,0.5086,0.1105,11.1,0.0286,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[6.0, 24.0, 21.0, 21.0, 20.0]","[""Fire"", ""Valkyries"", ""Lynx"", ""Lynx"", ""Wings""]",0.4,0.5,"[17.3, 16.4, 19.6, 18.6, 17.8]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Erica Wheeler,,Los Angeles Sparks @ Chicago Sky,,PRA,13.8,13.8,10.3,17.3,10.3-17.3,16.5,-119.33,-108.0,,,-2.7,UNDER,HIGH,0.5752,0.5192,0.1078,10.8,0.0291,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[18.0, 27.0, 25.0, 22.0, 11.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.5,"[15.6, 14.7, 13.8, 12.9, 12.0]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Emily Engstler,,Portland Fire @ Minnesota Lynx,,PRA,15.6,15.4,11.9,18.9,11.9-18.9,18.5,-119.0,-112.5,,,-3.1,UNDER,HIGH,0.5856,0.5294,0.1061,10.6,0.0298,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[16.0, 7.0, 29.0, 19.0, 17.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.6,0.6,"[17.2, 16.3, 15.4, 14.5, 13.6]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
DeWanna Bonner,,Connecticut Sun @ Phoenix Mercury,,PTS,8.8,9.6,6.1,13.1,6.1-13.1,12.5,-121.75,-111.33,,,-2.9,UNDER,HIGH,0.5804,0.5268,0.1017,10.2,0.0283,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[17.0, 2.0, 9.0, 12.0, 6.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.8,0.7,"[10.0, 9.2, 8.2, 11.4, 10.5]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Breanna Stewart,,New York Liberty @ Indiana Fever,,PR,28.1,30.6,27.1,34.1,27.1-34.1,27.5,-113.5,-118.0,,,3.1,OVER,HIGH,0.5856,0.5316,0.1015,10.2,0.0288,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[10.0, 24.0, 38.0, 43.0, 36.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",0.6,0.4,"[31.5, 30.6, 29.7, 28.8, 32.0]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Dominique Malonga,,Seattle Storm @ Indiana Fever,,RA,8.9,9.0,5.5,12.5,5.5-12.5,11.5,-126.0,-108.0,,,-2.5,UNDER,HIGH,0.57,0.5192,0.0978,9.8,0.0264,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[16.0, 9.0, 11.0, 11.0, 6.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.8,0.6,"[7.7, 10.8, 9.9, 9.0, 8.1]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Rae Burrell,,Los Angeles Sparks @ Chicago Sky,,PRA,15.7,17.1,13.6,20.6,13.6-20.6,19.5,-124.5,-107.0,,,-2.4,UNDER,HIGH,0.5674,0.5169,0.0977,9.8,0.0261,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[30.0, 26.0, 22.0, 29.0, 6.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.3,"[17.6, 16.7, 15.8, 18.9, 18.0]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Isabelle Harrison,,Atlanta Dream @ Toronto Tempo,,PR,19.7,20.6,17.1,24.1,17.1-24.1,18.5,-104.0,-131.0,,,2.1,OVER,HIGH,0.5596,0.5098,0.0977,9.8,0.0254,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[13.0, 7.0, 26.0, 32.0, 18.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.4,0.6,"[22.0, 21.1, 20.2, 19.2, 22.4]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Sarah Ashlee Barker,,Portland Fire @ Minnesota Lynx,,PA,13.3,13.7,10.2,17.2,10.2-17.2,11.5,-106.0,-125.0,,,2.2,OVER,HIGH,0.5622,0.5146,0.0926,9.3,0.0245,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[12.0, 3.0, 11.0, 7.0, 28.0]","[""Mystics"", ""Sun"", ""Aces"", ""Storm"", ""Mystics""]",0.4,0.6,"[14.1, 13.2, 12.3, 15.5, 14.6]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Kiki Iriafen,,Washington Mystics @ Golden State Valkyries,,PR,24.0,25.3,21.8,28.8,21.8-28.8,22.5,-113.0,-118.5,,,2.8,OVER,HIGH,0.5778,0.5305,0.0891,8.9,0.0252,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[7.0, 39.0, 17.0, 21.0, 24.0]","[""Fire"", ""Tempo"", ""Storm"", ""Valkyries"", ""Dream""]",0.4,0.7,"[25.8, 24.9, 23.9, 27.1, 26.2]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Awa Fam,,Seattle Storm @ Indiana Fever,,PRA,18.2,17.8,14.3,21.3,14.3-21.3,20.5,-119.5,-112.0,,,-2.7,UNDER,HIGH,0.5752,0.5283,0.0888,8.9,0.0249,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[24.0, 7.0, 13.0, 14.0, 16.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.8,0.5,"[16.0, 19.2, 18.2, 17.4, 16.4]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kiki Iriafen,,Washington Mystics @ Golden State Valkyries,,PRA,25.6,27.2,23.7,30.7,23.7-30.7,24.5,-112.0,-118.0,,,2.7,OVER,HIGH,0.5752,0.5283,0.0888,8.9,0.0249,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[7.0, 40.0, 19.0, 22.0, 26.0]","[""Fire"", ""Tempo"", ""Storm"", ""Valkyries"", ""Dream""]",0.4,0.6,"[26.8, 25.8, 29.0, 28.1, 27.2]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Isabelle Harrison,,Atlanta Dream @ Toronto Tempo,,PR,19.7,20.7,17.2,24.2,17.2-24.2,17.5,-118.0,-112.0,,,3.2,OVER,HIGH,0.5882,0.5413,0.0867,8.7,0.0256,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[13.0, 7.0, 26.0, 32.0, 18.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.6,0.7,"[22.1, 21.1, 20.2, 19.3, 22.5]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Olivia Nelson-Ododa,,Connecticut Sun @ Phoenix Mercury,,PR,13.9,16.2,12.7,19.7,12.7-19.7,18.5,-124.0,-108.5,,,-2.3,UNDER,HIGH,0.5648,0.5204,0.0854,8.5,0.0232,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[6.0, 20.0, 19.0, 18.0, 19.0]","[""Fire"", ""Valkyries"", ""Lynx"", ""Lynx"", ""Wings""]",0.4,0.4,"[16.2, 15.3, 14.4, 17.6, 16.6]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Rae Burrell,,Los Angeles Sparks @ Chicago Sky,,PRA,15.7,17.0,13.5,20.5,13.5-20.5,20.5,-108.0,-122.0,,,-3.5,UNDER,HIGH,0.596,0.5495,0.0845,8.5,0.0258,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[30.0, 26.0, 22.0, 29.0, 6.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.3,"[17.4, 16.6, 15.7, 18.8, 17.9]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Laura Juskaite,,Atlanta Dream @ Toronto Tempo,,PTS,8.3,6.3,2.8,9.8,2.8-9.8,9.5,-112.0,-118.67,,,-3.2,UNDER,HIGH,0.5882,0.5427,0.0839,8.4,0.0249,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[7.0, 12.0, 25.0, 5.0, 8.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.6,0.6,"[7.7, 6.8, 5.8, 4.9, 8.1]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Breanna Stewart,,New York Liberty @ Indiana Fever,,PTS,19.8,22.5,19.0,26.0,19.0-26.0,19.5,-116.5,-112.5,,,3.0,OVER,HIGH,0.583,0.5381,0.0834,8.3,0.0243,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[6.0, 17.0, 29.0, 36.0, 25.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",0.6,0.4,"[23.4, 22.5, 21.6, 20.7, 23.9]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Jonquel Jones,,New York Liberty @ Indiana Fever,,PTS,14.5,15.6,12.1,19.1,12.1-19.1,13.5,-107.5,-122.5,,,2.1,OVER,HIGH,0.5596,0.5181,0.0802,8.0,0.0215,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[7.0, 15.0, 17.0, 14.0, 9.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",0.6,0.7,"[17.4, 16.5, 15.6, 14.7, 13.8]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Emily Engstler,,Portland Fire @ Minnesota Lynx,,PA,10.3,9.4,5.9,12.9,5.9-12.9,12.5,-113.5,-118.5,,,-3.1,UNDER,HIGH,0.5856,0.5423,0.0798,8.0,0.0236,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[13.0, 7.0, 18.0, 12.0, 9.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.6,0.7,"[8.5, 7.6, 10.8, 9.8, 9.0]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Natasha Cloud,,Los Angeles Sparks @ Chicago Sky,,PTS,9.3,8.3,4.8,11.8,4.8-11.8,11.5,-56.25,-119.67,,,-3.2,UNDER,HIGH,0.5882,0.5448,0.0797,8.0,0.0238,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[13.0, 0.0, 9.0, 11.0, 15.0]","[""Storm"", ""Wings"", ""Sparks"", ""Mercury"", ""Aces""]",0.6,0.8,"[10.1, 9.2, 8.3, 7.4, 6.5]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Courtney Williams,,Portland Fire @ Minnesota Lynx,,PR,20.0,19.4,15.9,22.9,15.9-22.9,21.5,-124.0,-108.5,,,-2.1,UNDER,HIGH,0.5596,0.5204,0.0754,7.5,0.0204,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[21.0, 15.0, 24.0, 16.0, 32.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",0.6,0.7,"[18.5, 17.6, 20.8, 19.8, 18.9]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Rae Burrell,,Los Angeles Sparks @ Chicago Sky,,PA,13.4,14.8,11.3,18.3,11.3-18.3,17.5,-116.5,-116.0,,,-2.7,UNDER,HIGH,0.5752,0.537,0.0711,7.1,0.0206,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[26.0, 22.0, 21.0, 26.0, 5.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.3,"[16.6, 15.7, 14.8, 13.9, 13.0]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Breanna Stewart,,New York Liberty @ Indiana Fever,,PRA,30.8,33.0,29.5,36.5,29.5-36.5,30.5,-114.0,-117.5,,,2.5,OVER,HIGH,0.57,0.5327,0.07,7.0,0.0199,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[11.0, 27.0, 42.0, 43.0, 40.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",0.6,0.5,"[33.0, 32.1, 31.2, 34.4, 33.5]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Jonquel Jones,,New York Liberty @ Indiana Fever,,PR,23.3,25.0,21.5,28.5,21.5-28.5,22.5,-114.0,-116.5,,,2.5,OVER,HIGH,0.57,0.5327,0.07,7.0,0.0199,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[12.0, 27.0, 29.0, 29.0, 18.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",0.6,0.6,"[26.8, 25.9, 25.0, 24.1, 23.2]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Erica Wheeler,,Los Angeles Sparks @ Chicago Sky,,PR,9.0,8.6,5.1,12.1,5.1-12.1,11.5,-113.0,-119.0,,,-2.9,UNDER,HIGH,0.5804,0.5434,0.0681,6.8,0.0203,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[12.0, 23.0, 17.0, 16.0, 4.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.5,"[7.2, 10.4, 9.5, 8.6, 7.7]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Marina Mabrey,,Atlanta Dream @ Toronto Tempo,,PR,24.3,27.4,23.9,30.9,23.9-30.9,24.5,-120.0,-113.0,,,2.9,OVER,HIGH,0.5804,0.5455,0.0641,6.4,0.0192,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[9.0, 14.0, 35.0, 17.0, 24.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.2,0.4,"[29.2, 28.3, 27.4, 26.5, 25.6]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Awa Fam,,Seattle Storm @ Indiana Fever,,PR,16.3,15.7,12.2,19.2,12.2-19.2,18.5,-112.5,-119.0,,,-2.8,UNDER,HIGH,0.5778,0.5434,0.0633,6.3,0.0188,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[21.0, 5.0, 9.0, 12.0, 15.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.8,0.5,"[14.8, 13.9, 17.1, 16.1, 15.2]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Monique Akoa Makani,,Connecticut Sun @ Phoenix Mercury,,PTS,9.9,8.2,4.7,11.7,4.7-11.7,10.5,-114.5,-113.33,,,-2.3,UNDER,HIGH,0.5648,0.5312,0.0632,6.3,0.0179,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[17.0, 13.0, 14.0, 9.0, 3.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.4,0.5,"[7.7, 6.8, 10.0, 9.1, 8.2]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Erica Wheeler,,Los Angeles Sparks @ Chicago Sky,,PA,12.2,12.1,8.6,15.6,8.6-15.6,14.5,-116.5,-115.0,,,-2.4,UNDER,HIGH,0.5674,0.5349,0.0608,6.1,0.0175,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[16.0, 24.0, 23.0, 18.0, 10.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.5,"[11.2, 10.3, 13.4, 12.5, 11.7]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Nyara Sabally,,Atlanta Dream @ Toronto Tempo,,PR,15.3,13.2,9.7,16.7,9.7-16.7,15.5,-119.0,-114.0,,,-2.3,UNDER,HIGH,0.5648,0.5327,0.0602,6.0,0.0172,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[17.0, 9.0, 3.0, 21.0, 18.0]","[""Mystics"", ""Liberty"", ""Valkyries"", ""Wings"", ""Mercury""]",0.4,0.4,"[11.8, 15.0, 14.1, 13.2, 12.3]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Sarah Ashlee Barker,,Portland Fire @ Minnesota Lynx,,PRA,17.8,18.6,15.1,22.1,15.1-22.1,16.5,-112.0,-118.0,,,2.1,OVER,HIGH,0.5596,0.5283,0.0592,5.9,0.0166,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[19.0, 4.0, 17.0, 13.0, 34.0]","[""Mystics"", ""Sun"", ""Aces"", ""Storm"", ""Mystics""]",0.6,0.6,"[17.7, 16.8, 20.0, 19.1, 18.2]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Laura Juskaite,,Atlanta Dream @ Toronto Tempo,,PR,12.3,10.5,7.0,14.0,7.0-14.0,13.5,-109.5,-122.5,,,-3.0,UNDER,HIGH,0.583,0.5506,0.0589,5.9,0.018,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[11.0, 16.0, 28.0, 5.0, 13.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.6,0.6,"[11.8, 10.9, 10.1, 9.2, 12.3]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Naz Hillmon,,Atlanta Dream @ Toronto Tempo,,PTS,8.0,6.1,2.6,9.6,2.6-9.6,9.5,-103.75,-127.67,,,-3.4,UNDER,HIGH,0.5934,0.5608,0.0582,5.8,0.0186,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[10.0, 15.0, 7.0, 3.0, 5.0]","[""Sparks"", ""Fire"", ""Storm"", ""Valkyries"", ""Mystics""]",0.6,0.6,"[4.3, 7.4, 6.5, 5.6, 4.8]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Angel Reese,,Atlanta Dream @ Toronto Tempo,,PRA,28.1,28.6,25.1,32.1,25.1-32.1,31.5,-119.0,-122.0,,,-2.9,UNDER,HIGH,0.5804,0.5495,0.0561,5.6,0.0171,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[38.0, 31.0, 33.0, 29.0, 26.0]","[""Sparks"", ""Storm"", ""Valkyries"", ""Mystics"", ""Storm""]",0.6,0.7,"[27.2, 30.4, 29.5, 28.6, 27.7]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Rae Burrell,,Los Angeles Sparks @ Chicago Sky,,PR,13.9,14.9,11.4,18.4,11.4-18.4,17.5,-112.5,-118.5,,,-2.6,UNDER,HIGH,0.5726,0.5423,0.0558,5.6,0.0165,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[28.0, 22.0, 18.0, 25.0, 6.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.2,0.3,"[16.2, 15.3, 14.5, 13.6, 16.7]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Isabelle Harrison,,Atlanta Dream @ Toronto Tempo,,PTS,13.5,14.7,11.2,18.2,11.2-18.2,11.5,-126.0,-2.5,,,3.2,OVER,HIGH,0.5882,0.5575,0.055,5.5,0.0173,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[8.0, 3.0, 18.0, 24.0, 13.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.6,0.6,"[16.1, 15.1, 14.2, 13.3, 16.5]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Olivia Nelson-Ododa,,Connecticut Sun @ Phoenix Mercury,,PA,10.2,11.4,7.9,14.9,7.9-14.9,13.5,-118.5,-113.0,,,-2.1,UNDER,HIGH,0.5596,0.5305,0.0548,5.5,0.0155,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[4.0, 16.0, 16.0, 13.0, 12.0]","[""Fire"", ""Valkyries"", ""Lynx"", ""Lynx"", ""Wings""]",0.6,0.6,"[11.8, 11.0, 10.1, 13.2, 12.3]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
