game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,fanduel,FanDuel,,-750,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,MONEYLINE,h2h,Seattle Storm,Seattle Storm,,,fanduel,FanDuel,,490,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,fanduel,FanDuel,-12.5,-108,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,SPREAD,spreads,Seattle Storm,Seattle Storm,,,fanduel,FanDuel,12.5,-112,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,TOTAL,totals,OVER,,,,fanduel,FanDuel,178.5,-114,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,TOTAL,totals,UNDER,,,,fanduel,FanDuel,178.5,-106,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,fanatics,Fanatics,,-680,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,MONEYLINE,h2h,Seattle Storm,Seattle Storm,,,fanatics,Fanatics,,490,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,fanatics,Fanatics,-12.5,-110,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,SPREAD,spreads,Seattle Storm,Seattle Storm,,,fanatics,Fanatics,12.5,-110,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,TOTAL,totals,OVER,,,,fanatics,Fanatics,178.5,-110,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,TOTAL,totals,UNDER,,,,fanatics,Fanatics,178.5,-110,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,draftkings,DraftKings,,-800,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,MONEYLINE,h2h,Seattle Storm,Seattle Storm,,,draftkings,DraftKings,,533,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,SPREAD,spreads,Atlanta Dream,Atlanta Dream,,,draftkings,DraftKings,-12.5,-110,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,SPREAD,spreads,Seattle Storm,Seattle Storm,,,draftkings,DraftKings,12.5,-110,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,TOTAL,totals,OVER,,,,draftkings,DraftKings,178.5,-107,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,TOTAL,totals,UNDER,,,,draftkings,DraftKings,178.5,-113,True,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,mybookieag,MyBookie.ag,,-725,False,the-odds-api,2026-07-31T15:30:31.528487+00:00
2026-07-31,19a1dc62b2c56fbc46c270d09d0e0221,Seattle Storm @ Atlanta Dream,2026-07-31T23:30:00Z,MONEYLINE,h2h,Seattle Storm,Seattle Storm,,,mybookieag,MyBookie.ag,,490,False,the-odds-api,2026-07-31T15:30:31.528487+00:00
