game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-07-26,401857320,Jessica Shepard,TEAM SPOON,F,True,18.0,7.0,5.0,5.0,1.0,1.0,2.0,,,,,,,0.0,2026-07-26T10:16:28.111899
2026-07-26,401857320,A'ja Wilson,TEAM SPOON,C,True,14.0,12.0,3.0,1.0,0.0,1.0,0.0,,,,,,,3.0,2026-07-26T10:16:28.111923
2026-07-26,401857320,Aliyah Boston,TEAM SPOON,C,True,5.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,10.0,2026-07-26T10:16:28.111935
2026-07-26,401857320,Caitlin Clark,TEAM SPOON,G,True,21.0,17.0,4.0,5.0,1.0,0.0,5.0,,,,,,,-5.0,2026-07-26T10:16:28.111944
2026-07-26,401857320,Olivia Miles,TEAM SPOON,G,True,24.0,11.0,12.0,8.0,2.0,0.0,1.0,,,,,,,-2.0,2026-07-26T10:16:28.111958
2026-07-26,401857320,Nneka Ogwumike,TEAM SPOON,F,False,18.0,11.0,9.0,3.0,1.0,0.0,0.0,,,,,,,7.0,2026-07-26T10:16:28.111968
2026-07-26,401857320,Kiki Iriafen,TEAM SPOON,F,False,17.0,10.0,6.0,0.0,0.0,0.0,0.0,,,,,,,-10.0,2026-07-26T10:16:28.111977
2026-07-26,401857320,Jonquel Jones,TEAM SPOON,C,False,22.0,22.0,13.0,8.0,0.0,0.0,3.0,,,,,,,7.0,2026-07-26T10:16:28.111990
2026-07-26,401857320,Courtney Williams,TEAM SPOON,G,False,19.0,12.0,1.0,7.0,0.0,0.0,2.0,,,,,,,12.0,2026-07-26T10:16:28.112001
2026-07-26,401857320,Allisha Gray,TEAM SPOON,G,False,21.0,19.0,2.0,2.0,0.0,0.0,0.0,,,,,,,6.0,2026-07-26T10:16:28.112013
2026-07-26,401857320,Rhyne Howard,TEAM SPOON,G,False,22.0,8.0,3.0,3.0,2.0,0.0,1.0,,,,,,,7.0,2026-07-26T10:16:28.112021
2026-07-26,401857320,Natasha Howard,TEAM COOP,F,True,23.0,8.0,4.0,0.0,0.0,0.0,1.0,,,,,,,-15.0,2026-07-26T10:16:28.112032
2026-07-26,401857320,Breanna Stewart,TEAM COOP,F,True,28.0,6.0,13.0,7.0,0.0,1.0,0.0,,,,,,,-14.0,2026-07-26T10:16:28.112041
2026-07-26,401857320,Gabby Williams,TEAM COOP,F,True,23.0,18.0,5.0,6.0,1.0,0.0,0.0,,,,,,,-1.0,2026-07-26T10:16:28.112051
2026-07-26,401857320,Kelsey Mitchell,TEAM COOP,G,True,22.0,28.0,4.0,2.0,5.0,0.0,2.0,,,,,,,-15.0,2026-07-26T10:16:28.112058
2026-07-26,401857320,Paige Bueckers,TEAM COOP,G,True,25.0,12.0,0.0,7.0,1.0,0.0,1.0,,,,,,,-18.0,2026-07-26T10:16:28.112064
2026-07-26,401857320,Angel Reese,TEAM COOP,F,False,9.0,0.0,5.0,4.0,0.0,0.0,0.0,,,,,,,11.0,2026-07-26T10:16:28.112070
2026-07-26,401857320,Dominique Malonga,TEAM COOP,C,False,16.0,12.0,13.0,1.0,0.0,0.0,2.0,,,,,,,10.0,2026-07-26T10:16:28.112075
2026-07-26,401857320,Kahleah Copper,TEAM COOP,G,False,11.0,4.0,4.0,2.0,2.0,0.0,1.0,,,,,,,9.0,2026-07-26T10:16:28.112081
2026-07-26,401857320,Marina Mabrey,TEAM COOP,G,False,21.0,23.0,3.0,2.0,1.0,0.0,2.0,,,,,,,-4.0,2026-07-26T10:16:28.112091
2026-07-26,401857320,Jackie Young,TEAM COOP,G,False,10.0,3.0,0.0,3.0,0.0,0.0,0.0,,,,,,,2.0,2026-07-26T10:16:28.112097
2026-07-26,401857320,Sonia Citron,TEAM COOP,G,False,11.0,8.0,1.0,2.0,0.0,0.0,0.0,,,,,,,0.0,2026-07-26T10:16:28.112103
