game_date,event_id,game,game_time,home_team,away_team,player,team,stat,side,threshold,odds,sportsbook,sportsbook_key,market_key,source,scraped_at
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Veronica Burton,,AST,OVER,5.5,-158,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Julie Allemand,,AST,OVER,5.5,-110,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Marina Mabrey,,AST,OVER,5.5,450,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Kaitlyn Chen,,AST,OVER,5.5,800,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Veronica Burton,,AST,OVER,11.5,1500,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Veronica Burton,,AST,OVER,3.5,-900,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Julie Allemand,,AST,OVER,3.5,-500,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Marina Mabrey,,AST,OVER,3.5,-102,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Kaitlyn Chen,,AST,OVER,3.5,220,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Maria Conde,,AST,OVER,3.5,280,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Gabby Williams,,AST,OVER,3.5,310,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Veronica Burton,,AST,OVER,9.5,580,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Julie Allemand,,AST,OVER,9.5,850,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Veronica Burton,,AST,OVER,7.5,225,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Julie Allemand,,AST,OVER,7.5,320,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Marina Mabrey,,AST,OVER,1.5,-1000,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Kaitlyn Chen,,AST,OVER,1.5,-290,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Maria Conde,,AST,OVER,1.5,-290,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Gabby Williams,,AST,OVER,1.5,-260,FanDuel,fanduel,player_assists_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Marina Mabrey,,PTS,OVER,34.5,2200,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Marina Mabrey,,PTS,OVER,19.5,128,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Maria Conde,,PTS,OVER,19.5,1100,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Laura Juskaite,,PTS,OVER,19.5,1100,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Nyara Sabally,,PTS,OVER,19.5,830,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Kiki Rice,,PTS,OVER,19.5,900,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
2026-08-04,c1e9df8b911a50375b98c0b0dcfa0f7e,Toronto Tempo @ Golden State Valkyries,2026-08-05T02:00:00Z,Golden State Valkyries,Toronto Tempo,Gabby Williams,,PTS,OVER,19.5,365,FanDuel,fanduel,player_points_alternate,the-odds-api,2026-08-04T16:02:07.124817+00:00
