source_player_id,player,team,team_abbr,position,season,source_system,source_file
4398589,Elizabeth Balogun,Tempo,TOR,G,2026,espn_api,wehoop_player_box_2026.csv
4597509,Aaliyah Nye,Tempo,TOR,G,2026,espn_api,wehoop_player_box_2026.csv
4433386,Jaylyn Sherrod,Lynx,MIN,G,2026,espn_api,wehoop_player_box_2026.csv
4433542,Saylor Poffenbarger,Lynx,MIN,G,2026,espn_api,wehoop_player_box_2026.csv
4432844,Aubrey Griffin,Lynx,MIN,F,2026,espn_api,wehoop_player_box_2026.csv
5109356,Jade Masogayo,Lynx,MIN,F,2026,espn_api,wehoop_player_box_2026.csv
4433543,Reigan Richardson,Lynx,MIN,G,2026,espn_api,wehoop_player_box_2026.csv
5105748,Lani White,Lynx,MIN,G,2026,espn_api,wehoop_player_box_2026.csv
3918557,Nicole Enabosi,NIGERIA,NIGER,F,2026,espn_api,wehoop_player_box_2026.csv
3926411,Pallas Kunaiyi,NIGERIA,NIGER,F,2026,espn_api,wehoop_player_box_2026.csv
2491811,Victoria Macaulay,NIGERIA,NIGER,C,2026,espn_api,wehoop_player_box_2026.csv
2531437,Ezinne Kalu,NIGERIA,NIGER,G,2026,espn_api,wehoop_player_box_2026.csv
2592228,Promise Amukamara,NIGERIA,NIGER,G,2026,espn_api,wehoop_player_box_2026.csv
5312420,Nora Ezike,NIGERIA,NIGER,F,2026,espn_api,wehoop_player_box_2026.csv
5346853,Suzie Rafiu,NIGERIA,NIGER,F,2026,espn_api,wehoop_player_box_2026.csv
5346854,Regina Donanu,NIGERIA,NIGER,F,2026,espn_api,wehoop_player_box_2026.csv
5346855,Jemi Klaku,NIGERIA,NIGER,F,2026,espn_api,wehoop_player_box_2026.csv
5346856,Vera Ojenuwa,NIGERIA,NIGER,F,2026,espn_api,wehoop_player_box_2026.csv
4280899,Blessing Ejiofor,NIGERIA,NIGER,C,2026,espn_api,wehoop_player_box_2026.csv
