game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,fanduel,FanDuel,,184,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,fanduel,FanDuel,,-230,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,fanduel,FanDuel,6.5,-114,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,SPREAD,spreads,Washington Mystics,Washington Mystics,,,fanduel,FanDuel,-6.5,-106,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,TOTAL,totals,OVER,,,,fanduel,FanDuel,157.5,-110,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,TOTAL,totals,UNDER,,,,fanduel,FanDuel,157.5,-110,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,,160,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,draftkings,DraftKings,,-196,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,5.5,-108,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,SPREAD,spreads,Washington Mystics,Washington Mystics,,,draftkings,DraftKings,-5.5,-112,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,TOTAL,totals,OVER,,,,draftkings,DraftKings,157.5,-108,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
2026-07-23,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,TOTAL,totals,UNDER,,,,draftkings,DraftKings,157.5,-112,True,the-odds-api,2026-07-23T15:26:30.997621+00:00
