player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source
Breanna Stewart,nan,Seattle Storm @ New York Liberty,nan,3PM,0.6,-3.6,-7.1,-0.1,-7.1--0.1,0.5,-182.33,136.33,,,-4.1,UNDER,HIGH,0.6116,0.4231,0.4454,44.5,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points STABLE.",Seattle Storm @ New York Liberty,New York Liberty,Seattle Storm,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",5,100.0,STABLE,STABLE,wnba_player_intelligence
Rhyne Howard,nan,Phoenix Mercury @ Atlanta Dream,nan,3PM,2.4,-2.3,-5.8,1.2,-5.8-1.2,2.5,-170.0,127.0,,,-4.8,UNDER,HIGH,0.6298,0.4405,0.4296,43.0,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points DOWN.",Phoenix Mercury @ Atlanta Dream,Atlanta Dream,Phoenix Mercury,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",15,100.0,STABLE,DOWN,wnba_player_intelligence
Jackie Young,nan,Las Vegas Aces @ Indiana Fever,nan,3PM,2.6,-1.9,-5.4,1.6,-5.4-1.6,1.5,-188.0,140.0,,,-3.4,UNDER,HIGH,0.5934,0.4167,0.4242,42.4,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 95.7, minutes DOWN, points STABLE.",Las Vegas Aces @ Indiana Fever,Indiana Fever,Las Vegas Aces,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",11,95.7,DOWN,STABLE,wnba_player_intelligence
Georgia Amoore,nan,Dallas Wings @ Washington Mystics,nan,PTS,6.2,-0.3,-3.8,3.2,-3.8-3.2,5.5,-139.0,105.0,,,-5.8,UNDER,HIGH,0.6558,0.4878,0.3444,34.4,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 77.7, minutes STABLE, points STABLE.",Dallas Wings @ Washington Mystics,Washington Mystics,Dallas Wings,"[0.2, 0, 0, 1.5, 0.6]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 1.1, 0.2, 0]",7,77.7,STABLE,STABLE,wnba_player_intelligence
Maria Conde,nan,Toronto Tempo @ Golden State Valkyries,nan,3PM,1.8,-2.0,-5.5,1.5,-5.5-1.5,1.5,-169.17,124.75,,,-3.5,UNDER,HIGH,0.596,0.4449,0.3395,34.0,0.05,BENEFICIARY,ACTIVE MARKET,True,Minutes/usage redistributed from unavailable teammates,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 92.0, minutes UP, points UP.",Toronto Tempo @ Golden State Valkyries,Golden State Valkyries,Toronto Tempo,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",12,92.0,UP,UP,wnba_player_intelligence
Lauren Betts,nan,Dallas Wings @ Washington Mystics,nan,PTS,7.1,-1.0,-4.5,2.5,-4.5-2.5,5.5,-134.0,102.5,,,-6.5,UNDER,HIGH,0.66,0.4938,0.3365,33.7,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 62.2, minutes STABLE, points STABLE.",Dallas Wings @ Washington Mystics,Washington Mystics,Dallas Wings,"[0, 0.8, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0.4, 0, 0, 0, 0.8]",7,62.2,STABLE,STABLE,wnba_player_intelligence
Erica Wheeler,nan,Los Angeles Sparks @ Chicago Sky,nan,PR,10.5,5.5,2.0,9.0,2.0-9.0,11.5,-136.0,102.0,,,-6.0,UNDER,HIGH,0.66,0.495,0.3332,33.3,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 91.3, minutes STABLE, points STABLE.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[3.7, 6.8, 6.0, 5.0, 4.2]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[4.2, 7.3, 6.4, 5.5, 4.6]",5,91.3,STABLE,STABLE,wnba_player_intelligence
Jonquel Jones,nan,Seattle Storm @ New York Liberty,nan,3PM,1.8,-2.8,-6.3,0.7,-6.3-0.7,1.5,-153.75,115.25,,,-4.3,UNDER,HIGH,0.6168,0.4646,0.3277,32.8,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 89.6, minutes STABLE, points STABLE.",Seattle Storm @ New York Liberty,New York Liberty,Seattle Storm,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",5,89.6,STABLE,STABLE,wnba_player_intelligence
Dearica Hamby,nan,Los Angeles Sparks @ Chicago Sky,nan,PTS,14.6,9.5,6.0,13.0,6.0-13.0,15.5,-132.0,100.5,,,-6.0,UNDER,HIGH,0.66,0.4988,0.3233,32.3,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 92.8, minutes STABLE, points STABLE.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[9.9, 9.1, 8.2, 11.3, 10.4]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[10.4, 9.5, 8.6, 7.7, 10.8]",5,92.8,STABLE,STABLE,wnba_player_intelligence
Kiki Rice,nan,Toronto Tempo @ Golden State Valkyries,nan,PTS,11.2,3.0,-0.5,6.5,-0.5-6.5,9.5,-129.5,100.0,,,-6.5,UNDER,HIGH,0.66,0.5,0.32,32.0,0.05,BENEFICIARY,ACTIVE MARKET,True,Minutes/usage redistributed from unavailable teammates,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 79.7, minutes STABLE, points STABLE.",Toronto Tempo @ Golden State Valkyries,Golden State Valkyries,Toronto Tempo,"[2.1, 1.2, 4.3, 3.5, 2.5]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[3.0, 2.1, 1.2, 4.3, 3.5]",12,79.7,STABLE,STABLE,wnba_player_intelligence
