game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,sportsbooks,odds_type,game_time,home_team,away_team,source,scraped_at
2026-08-30,337a2824c40f562e197e790c84c767c8,Aaliyah Edwards,Connecticut Sun,,Connecticut Sun @ Dallas Wings,False,player_points_rebounds,pr,18.5,-114.0,-119.0,,,1,draftkings,sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Aaliyah Edwards,Connecticut Sun,,Connecticut Sun @ Dallas Wings,False,player_points,pts,12.5,-121.5,-108.0,,,2,"draftkings,fanduel",sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Aaliyah Edwards,Connecticut Sun,,Connecticut Sun @ Dallas Wings,False,player_rebounds,reb,5.5,-112.5,-119.5,,,2,"draftkings,fanduel",sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Alanna Smith,Dallas Wings,,Connecticut Sun @ Dallas Wings,True,player_points_rebounds,pr,14.5,-124.0,-108.0,,,2,"draftkings,fanduel",sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Alanna Smith,Dallas Wings,,Connecticut Sun @ Dallas Wings,True,player_points,pts,8.5,-128.0,-102.0,,,1,fanduel,sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Alanna Smith,Dallas Wings,,Connecticut Sun @ Dallas Wings,True,player_points,pts,9.5,-103.0,-129.0,,,1,draftkings,sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Alanna Smith,Dallas Wings,,Connecticut Sun @ Dallas Wings,True,player_rebounds,reb,5.5,-120.0,-112.0,,,2,"draftkings,fanduel",sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Arike Ogunbowale,Dallas Wings,,Connecticut Sun @ Dallas Wings,True,3pm,3pm,1.5,-149.5,111.0,,,2,"draftkings,fanduel",sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Arike Ogunbowale,Dallas Wings,,Connecticut Sun @ Dallas Wings,True,player_assists,ast,3.5,-126.5,-6.0,,,2,"draftkings,fanduel",sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
2026-08-30,337a2824c40f562e197e790c84c767c8,Arike Ogunbowale,Dallas Wings,,Connecticut Sun @ Dallas Wings,True,player_points_assists,pa,20.5,-119.0,-113.5,,,2,"draftkings,fanduel",sportsbook,2026-08-31T00:00:00Z,Dallas Wings,Connecticut Sun,canonical-player-props-cache,2026-08-30T17:22:17.134249Z
