game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,sportsbooks,odds_type,game_time,home_team,away_team,source,scraped_at
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,3pm,3pm,1.5,112.5,-151.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_assists,ast,2.5,121.5,-164.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_assists,pa,19.5,-114.0,-119.0,,,1,draftkings,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_assists,pa,20.5,-106.0,-125.0,,,1,fanduel,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_rebounds,pr,20.5,-113.0,-120.0,,,1,draftkings,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_rebounds,pr,21.5,-102.0,-130.0,,,1,fanduel,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_rebounds_assists,pra,22.5,-120.0,-113.0,,,1,draftkings,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_rebounds_assists,pra,23.5,-112.0,-118.0,,,1,fanduel,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points,pts,17.5,-112.0,-118.0,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_rebounds_assists,ra,5.5,-109.0,-123.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Allisha Gray,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_rebounds,reb,3.5,131.0,-177.0,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Angel Reese,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_assists,ast,2.5,-135.5,0.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Angel Reese,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_assists,pa,18.5,-116.5,-115.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Angel Reese,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_rebounds,pr,27.5,-111.5,-119.0,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Angel Reese,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_rebounds_assists,pra,29.5,-128.0,-106.0,,,1,draftkings,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Angel Reese,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points_rebounds_assists,pra,30.5,-112.0,-118.0,,,1,fanduel,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Angel Reese,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_points,pts,15.5,-121.5,-108.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Angel Reese,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_rebounds_assists,ra,14.5,-101.5,-132.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Angel Reese,Atlanta Dream,,Atlanta Dream @ New York Liberty,False,player_rebounds,reb,11.5,-110.5,-121.0,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Breanna Stewart,New York Liberty,,Atlanta Dream @ New York Liberty,True,3pm,3pm,0.5,-122.0,-110.0,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Breanna Stewart,New York Liberty,,Atlanta Dream @ New York Liberty,True,player_assists,ast,3.5,126.5,-171.0,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Breanna Stewart,New York Liberty,,Atlanta Dream @ New York Liberty,True,player_points_assists,pa,23.5,-106.0,-126.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Breanna Stewart,New York Liberty,,Atlanta Dream @ New York Liberty,True,player_points_rebounds,pr,28.5,-107.0,-127.0,,,1,draftkings,sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Breanna Stewart,New York Liberty,,Atlanta Dream @ New York Liberty,True,player_points_rebounds_assists,pra,31.5,-113.5,-117.0,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Breanna Stewart,New York Liberty,,Atlanta Dream @ New York Liberty,True,player_points,pts,19.5,-123.5,-106.0,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
2026-09-23,85d75f352e66c9e1289edf8efecacc5e,Breanna Stewart,New York Liberty,,Atlanta Dream @ New York Liberty,True,player_rebounds_assists,ra,11.5,-104.0,-129.5,,,2,"draftkings,fanduel",sportsbook,2026-09-24T00:00:00Z,New York Liberty,Atlanta Dream,canonical-player-props-cache,2026-09-23T15:04:48.506069+00:00
