game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,odds_type,game_time,home_team,away_team,source,scraped_at
2026-07-15,dd23179c4373849ae1da8476ec21def3,Natasha Cloud,,,Seattle Storm @ Chicago Sky,,player_assists,ast,4.5,-156.0,118.5,,,3,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Courtney Vandersloot,,,Seattle Storm @ Chicago Sky,,player_assists,ast,4.5,-141.0,104.67,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Natisha Hiedeman,,,Seattle Storm @ Chicago Sky,,player_assists,ast,4.5,-109.0,-123.0,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Jade Melbourne,,,Seattle Storm @ Chicago Sky,,player_assists,ast,4.5,121.0,-173.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Flau'jae Johnson,,,Seattle Storm @ Chicago Sky,,player_assists,ast,3.5,132.33,-186.0,,,3,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Azura Stevens,,,Seattle Storm @ Chicago Sky,,player_assists,ast,2.5,-137.5,100.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Kamilla Cardoso,,,Seattle Storm @ Chicago Sky,,player_assists,ast,2.5,109.0,-152.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Awa Fam,,,Seattle Storm @ Chicago Sky,,player_assists,ast,2.5,114.5,-171.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Dominique Malonga,,,Seattle Storm @ Chicago Sky,,player_points,pts,17.5,-109.75,-120.33,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Natisha Hiedeman,,,Seattle Storm @ Chicago Sky,,player_points,pts,16.5,-1.0,-127.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Sydney Taylor,,,Seattle Storm @ Chicago Sky,,player_points,pts,15.5,-115.0,-123.67,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Kamilla Cardoso,,,Seattle Storm @ Chicago Sky,,player_points,pts,14.5,-120.0,-111.33,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Azura Stevens,,,Seattle Storm @ Chicago Sky,,player_points,pts,13.5,-53.5,-129.67,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Flau'jae Johnson,,,Seattle Storm @ Chicago Sky,,player_points,pts,13.5,-108.75,-123.67,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Awa Fam,,,Seattle Storm @ Chicago Sky,,player_points,pts,12.5,-106.25,-126.67,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Natasha Cloud,,,Seattle Storm @ Chicago Sky,,player_points,pts,11.5,-108.0,-128.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Courtney Vandersloot,,,Seattle Storm @ Chicago Sky,,player_points,pts,8.5,-122.67,-110.0,,,3,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Jade Melbourne,,,Seattle Storm @ Chicago Sky,,player_points,pts,7.5,-111.5,-115.67,,,4,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Natisha Hiedeman,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,20.5,-120.0,-111.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Dominique Malonga,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,19.5,-108.0,-126.0,,,1,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Kamilla Cardoso,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,17.5,-106.5,-125.5,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Flau'jae Johnson,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,16.5,-113.0,-118.5,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Natasha Cloud,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,16.5,-5.5,-127.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Azura Stevens,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,16.5,-103.0,-132.0,,,1,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Awa Fam,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,14.5,-114.0,-119.0,,,1,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Courtney Vandersloot,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,13.5,-114.5,-118.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Jade Melbourne,,,Seattle Storm @ Chicago Sky,,player_points_assists,pa,11.5,-124.0,-108.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Dominique Malonga,,,Seattle Storm @ Chicago Sky,,player_points_rebounds,pr,26.5,-115.5,-115.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Kamilla Cardoso,,,Seattle Storm @ Chicago Sky,,player_points_rebounds,pr,23.5,-117.5,-114.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Azura Stevens,,,Seattle Storm @ Chicago Sky,,player_points_rebounds,pr,21.5,-115.0,-117.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Flau'jae Johnson,,,Seattle Storm @ Chicago Sky,,player_points_rebounds,pr,18.5,-125.0,-109.0,,,1,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Natisha Hiedeman,,,Seattle Storm @ Chicago Sky,,player_points_rebounds,pr,18.5,-121.5,-110.0,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
2026-07-15,dd23179c4373849ae1da8476ec21def3,Awa Fam,,,Seattle Storm @ Chicago Sky,,player_points_rebounds,pr,17.5,-124.0,-108.5,,,2,sportsbook,2026-07-15T16:10:00Z,Chicago Sky,Seattle Storm,the-odds-api,2026-07-15T12:19:03.636916+00:00
