game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,sportsbooks,odds_type,game_time,home_team,away_team,source,scraped_at
2026-08-17,f160b99581637ed10718a0bf90a33d38,Jessica Shepard,,,Dallas Wings @ Golden State Valkyries,,player_assists,ast,4.5,116.0,-156.0,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Veronica Burton,,,Dallas Wings @ Golden State Valkyries,,player_assists,ast,6.5,116.0,-154.0,,,1,fanduel,sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Odyssey Sims,,,Dallas Wings @ Golden State Valkyries,,player_assists,ast,3.5,113.0,-151.5,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Paige Bueckers,,,Dallas Wings @ Golden State Valkyries,,player_assists,ast,5.5,101.0,-136.0,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Arike Ogunbowale,,,Dallas Wings @ Golden State Valkyries,,player_assists,ast,3.5,122.5,-166.0,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Tiffany Hayes,,,Dallas Wings @ Golden State Valkyries,,player_points,pts,9.5,-2.5,-128.0,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Alanna Smith,,,Dallas Wings @ Golden State Valkyries,,player_points,pts,10.5,-121.5,-107.5,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Jessica Shepard,,,Dallas Wings @ Golden State Valkyries,,player_points,pts,11.5,-127.5,-3.0,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Janelle Salaun,,,Dallas Wings @ Golden State Valkyries,,player_points,pts,10.5,-126.0,-104.5,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
2026-08-17,f160b99581637ed10718a0bf90a33d38,Kiah Stokes,,,Dallas Wings @ Golden State Valkyries,,player_points,pts,5.5,-103.5,-127.0,,,2,"draftkings,fanduel",sportsbook,2026-08-18T02:00:00Z,Golden State Valkyries,Dallas Wings,the-odds-api,2026-08-17T11:38:40.116223+00:00
