game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-11,401857057,STATUS_FINAL,True,False,Minnesota Lynx,New York Liberty,90,85,5,175,17.0,25.0,19.0,29.0,13.0,19.0,30.0,23.0,,,Target Center,12405,2026-07-12T10:04:18.962633
2026-07-11,401857059,STATUS_FINAL,True,False,Atlanta Dream,Portland Fire,92,102,-10,194,23.0,21.0,31.0,17.0,25.0,26.0,32.0,19.0,,,Gateway Center,3577,2026-07-12T10:04:18.962656
2026-07-11,401857058,STATUS_FINAL,True,False,Las Vegas Aces,Phoenix Mercury,106,58,48,164,29.0,28.0,22.0,27.0,9.0,13.0,14.0,22.0,,,Michelob ULTRA Arena,10321,2026-07-12T10:04:18.962665
