game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at,available_books,all_books
2026-07-09,14c1ed8012d1c1a70778c1d1aa348e83,Chicago Sky @ Los Angeles Sparks,2026-07-11T02:10:00Z,MONEYLINE,h2h,Chicago Sky,Chicago Sky,,,betmgm,BetMGM,,105,True,the-odds-api,2026-07-10T01:56:32.479817+00:00,7,"betmgm,betrivers,draftkings,fanatics,fanduel,mybookieag,williamhill_us"
2026-07-09,14c1ed8012d1c1a70778c1d1aa348e83,Chicago Sky @ Los Angeles Sparks,2026-07-11T02:10:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,fanatics,Fanatics,,-115,True,the-odds-api,2026-07-10T01:56:32.479817+00:00,7,"betmgm,betrivers,draftkings,fanatics,fanduel,mybookieag,williamhill_us"
2026-07-09,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:40:00Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,fanatics,Fanatics,,-260,True,the-odds-api,2026-07-10T01:56:32.479817+00:00,7,"betmgm,betrivers,draftkings,fanatics,fanduel,mybookieag,williamhill_us"
2026-07-09,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:40:00Z,MONEYLINE,h2h,Toronto Tempo,Toronto Tempo,,,mybookieag,MyBookie.ag,,226,False,the-odds-api,2026-07-10T01:56:32.479817+00:00,7,"betmgm,betrivers,draftkings,fanatics,fanduel,mybookieag,williamhill_us"
2026-07-09,1547b39904db439304af0dfdacaa469d,Golden State Valkyries @ Connecticut Sun,2026-07-10T23:40:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,betrivers,BetRivers,,300,False,the-odds-api,2026-07-10T01:56:32.479817+00:00,7,"betmgm,betrivers,draftkings,fanatics,fanduel,mybookieag,williamhill_us"
2026-07-09,1547b39904db439304af0dfdacaa469d,Golden State Valkyries @ Connecticut Sun,2026-07-10T23:40:00Z,MONEYLINE,h2h,Golden State Valkyries,Golden State Valkyries,,,williamhill_us,Caesars,,-305,False,the-odds-api,2026-07-10T01:56:32.479817+00:00,7,"betmgm,betrivers,draftkings,fanatics,fanduel,mybookieag,williamhill_us"
2026-07-09,80aa9418f4995bd78f131b2ede793c1c,Indiana Fever @ Phoenix Mercury,2026-07-10T02:10:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,betrivers,BetRivers,,-114,False,the-odds-api,2026-07-10T01:56:32.479817+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-09,80aa9418f4995bd78f131b2ede793c1c,Indiana Fever @ Phoenix Mercury,2026-07-10T02:10:00Z,MONEYLINE,h2h,Phoenix Mercury,Phoenix Mercury,,,lowvig,LowVig.ag,,110,False,the-odds-api,2026-07-10T01:56:32.479817+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-09,803d077d9e5f6f5b156f4a2be5ad2ec5,Las Vegas Aces @ Portland Fire,2026-07-10T02:05:00Z,MONEYLINE,h2h,Las Vegas Aces,Las Vegas Aces,,,betmgm,BetMGM,,-450,True,the-odds-api,2026-07-10T01:56:32.479817+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-09,803d077d9e5f6f5b156f4a2be5ad2ec5,Las Vegas Aces @ Portland Fire,2026-07-10T02:05:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,williamhill_us,Caesars,,400,False,the-odds-api,2026-07-10T01:56:32.479817+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
