game_date,event_id,player,team,position,opp_team,is_home,stat_raw,stat,line,over_price,under_price,yes_price,no_price,num_books,odds_type,game_time,home_team,away_team,source,scraped_at
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Julie Allemand,,,Toronto Tempo @ Atlanta Dream,,player_assists,ast,6.5,-111.0,-123.75,,,5,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Jordin Canada,,,Toronto Tempo @ Atlanta Dream,,player_assists,ast,8.5,-62.8,-128.75,,,5,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Rhyne Howard,,,Toronto Tempo @ Atlanta Dream,,player_assists,ast,3.5,-110.0,-120.5,,,5,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Angel Reese,,,Toronto Tempo @ Atlanta Dream,,player_assists,ast,2.5,-4.25,-131.33,,,4,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Marina Mabrey,,,Toronto Tempo @ Atlanta Dream,,player_assists,ast,3.5,-113.2,-118.25,,,5,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Marina Mabrey,,,Toronto Tempo @ Atlanta Dream,,player_points,pts,17.5,-114.4,-119.0,,,5,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Brionna Jones,,,Toronto Tempo @ Atlanta Dream,,player_points,pts,10.5,-119.6,-110.75,,,5,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Julie Allemand,,,Toronto Tempo @ Atlanta Dream,,player_points,pts,7.5,28.67,-137.5,,,3,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Maria Conde,,,Toronto Tempo @ Atlanta Dream,,player_points,pts,9.5,-111.0,-119.5,,,5,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
2026-08-10,92e369aa70824ac85f725db03a3a2be0,Nyara Sabally,,,Toronto Tempo @ Atlanta Dream,,player_points,pts,12.5,-129.33,-35.0,,,3,sportsbook,2026-08-11T00:00:00Z,Atlanta Dream,Toronto Tempo,the-odds-api,2026-08-10T20:26:52.301096+00:00
