game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at,available_books,all_books
2026-07-15,8eace0d4309db9d618e7ba857166324b,Golden State Valkyries @ Indiana Fever,2026-07-16T00:10:00Z,MONEYLINE,h2h,Golden State Valkyries,Golden State Valkyries,,,betmgm,BetMGM,,115,True,the-odds-api,2026-07-15T12:19:11.457025+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-15,8eace0d4309db9d618e7ba857166324b,Golden State Valkyries @ Indiana Fever,2026-07-16T00:10:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,betrivers,BetRivers,,-125,False,the-odds-api,2026-07-15T12:19:11.457025+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-15,4db11d33553fba68fc607aaf009071aa,Los Angeles Sparks @ Minnesota Lynx,2026-07-15T17:10:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,betmgm,BetMGM,,550,True,the-odds-api,2026-07-15T12:19:11.457025+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-15,4db11d33553fba68fc607aaf009071aa,Los Angeles Sparks @ Minnesota Lynx,2026-07-15T17:10:00Z,MONEYLINE,h2h,Minnesota Lynx,Minnesota Lynx,,,draftkings,DraftKings,,-675,True,the-odds-api,2026-07-15T12:19:11.457025+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-15,51f9e00bb8d7debd5a922a21f0736e36,New York Liberty @ Dallas Wings,2026-07-17T01:00:00Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,fanatics,Fanatics,,-120,True,the-odds-api,2026-07-15T12:19:11.457025+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-07-15,51f9e00bb8d7debd5a922a21f0736e36,New York Liberty @ Dallas Wings,2026-07-17T01:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,betrivers,BetRivers,,104,False,the-odds-api,2026-07-15T12:19:11.457025+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-07-15,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,betrivers,BetRivers,,163,False,the-odds-api,2026-07-15T12:19:11.457025+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-07-15,00a997433337939ebda3beb882a1e2db,Portland Fire @ Washington Mystics,2026-07-16T23:10:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,draftkings,DraftKings,,-185,True,the-odds-api,2026-07-15T12:19:11.457025+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-07-15,dd23179c4373849ae1da8476ec21def3,Seattle Storm @ Chicago Sky,2026-07-15T16:10:00Z,MONEYLINE,h2h,Chicago Sky,Chicago Sky,,,betmgm,BetMGM,,-135,True,the-odds-api,2026-07-15T12:19:11.457025+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-15,dd23179c4373849ae1da8476ec21def3,Seattle Storm @ Chicago Sky,2026-07-15T16:10:00Z,MONEYLINE,h2h,Seattle Storm,Seattle Storm,,,bovada,Bovada,,125,False,the-odds-api,2026-07-15T12:19:11.457025+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
