player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source
Allisha Gray,nan,Portland Fire @ Atlanta Dream,nan,3PM,0.8,-2.8,-6.3,0.7,-6.3-0.7,1.5,-132.25,-0.75,,,-4.3,UNDER,HIGH,0.6168,0.0074,81.8568,8185.7,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes UP, points STABLE.",Portland Fire @ Atlanta Dream,Atlanta Dream,Portland Fire,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",7,100.0,UP,STABLE,wnba_player_intelligence
Jessica Shepard,nan,Dallas Wings @ Toronto Tempo,nan,PTS,14.2,9.8,6.3,13.3,6.3-13.3,24.5,-127.5,-5.0,,,-14.7,UNDER,HIGH,0.66,0.0476,12.86,1286.0,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points STABLE.",Dallas Wings @ Toronto Tempo,Toronto Tempo,Dallas Wings,"[8.5, 11.6, 10.7, 9.8, 8.9]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[10.7, 9.8, 8.9, 8.0, 11.2]",15,100.0,STABLE,STABLE,wnba_player_intelligence
Isabelle Harrison,nan,Dallas Wings @ Toronto Tempo,nan,PTS,13.5,8.5,5.0,12.0,5.0-12.0,17.5,-122.5,-10.0,,,-9.0,UNDER,HIGH,0.66,0.0909,6.26,626.0,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 85.6, minutes STABLE, points STABLE.",Dallas Wings @ Toronto Tempo,Toronto Tempo,Dallas Wings,"[9.8, 8.9, 8.1, 7.2, 10.3]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[8.1, 7.2, 10.3, 9.4, 8.5]",15,85.6,STABLE,STABLE,wnba_player_intelligence
Azzi Fudd,nan,Dallas Wings @ Toronto Tempo,nan,PTS,12.8,7.7,4.2,11.2,4.2-11.2,16.5,-120.5,-11.0,,,-8.8,UNDER,HIGH,0.66,0.0991,5.66,566.0,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 99.2, minutes UP, points STABLE.",Dallas Wings @ Toronto Tempo,Toronto Tempo,Dallas Wings,"[8.6, 7.7, 6.8, 5.9, 9.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[6.8, 5.9, 9.1, 8.2, 7.2]",15,99.2,UP,STABLE,wnba_player_intelligence
Rae Burrell,nan,Chicago Sky @ Los Angeles Sparks,nan,PRA,15.7,11.7,8.2,15.2,8.2-15.2,20.5,-126.67,-37.67,,,-8.8,UNDER,HIGH,0.66,0.2736,1.4121,141.2,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 89.7, minutes STABLE, points UP.",Chicago Sky @ Los Angeles Sparks,Los Angeles Sparks,Chicago Sky,"[11.7, 10.8, 9.9, 13.0, 12.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[12.1, 11.2, 10.3, 13.5, 12.6]",5,89.7,STABLE,UP,wnba_player_intelligence
Kamilla Cardoso,nan,Chicago Sky @ Los Angeles Sparks,nan,PTS,13.7,9.8,6.3,13.3,6.3-13.3,14.5,-126.5,-36.67,,,-4.7,UNDER,HIGH,0.6272,0.2683,1.3376,133.8,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 87.0, minutes STABLE, points UP.",Chicago Sky @ Los Angeles Sparks,Los Angeles Sparks,Chicago Sky,"[11.2, 10.2, 9.4, 8.5, 11.6]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[11.6, 10.7, 9.8, 8.9, 8.0]",5,87.0,STABLE,UP,wnba_player_intelligence
Janelle Salaun,nan,Golden State Valkyries @ Connecticut Sun,nan,REB,4.0,2.9,-0.6,6.4,-0.6-6.4,6.5,-230.0,165.0,,,-3.6,UNDER,HIGH,0.5986,0.3774,0.5863,58.6,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 74.4, minutes STABLE, points STABLE.",Golden State Valkyries @ Connecticut Sun,Connecticut Sun,Golden State Valkyries,"[1.1, 4.2, 3.4, 2.4, 1.5]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[1.1, 4.2, 3.4, 2.4, 1.5]",4,74.4,STABLE,STABLE,wnba_player_intelligence
A'ja Wilson,nan,Phoenix Mercury @ Las Vegas Aces,nan,3PM,0.4,-3.8,-7.3,-0.3,-7.3--0.3,0.5,-192.0,146.0,,,-4.3,UNDER,HIGH,0.6168,0.4065,0.5173,51.7,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points STABLE.",Phoenix Mercury @ Las Vegas Aces,Las Vegas Aces,Phoenix Mercury,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",4,100.0,STABLE,STABLE,wnba_player_intelligence
Breanna Stewart,nan,New York Liberty @ Minnesota Lynx,nan,3PM,0.8,-2.9,-6.4,0.6,-6.4-0.6,0.5,-200.33,148.67,,,-3.4,UNDER,HIGH,0.5934,0.4021,0.4756,47.6,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points UP.",New York Liberty @ Minnesota Lynx,Minnesota Lynx,New York Liberty,"[0, 0, 0, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0, 0, 0, 0, 0]",14,100.0,STABLE,UP,wnba_player_intelligence
Marina Mabrey,nan,Dallas Wings @ Toronto Tempo,nan,3PM,3.8,-0.0,-3.5,3.5,-3.5-3.5,6.5,-150.0,110.0,,,-6.5,UNDER,HIGH,0.66,0.4762,0.386,38.6,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 96.9, minutes UP, points UP.",Dallas Wings @ Toronto Tempo,Toronto Tempo,Dallas Wings,"[0, 1.8, 0.9, 0, 0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[0.9, 0, 0, 0, 1.4]",15,96.9,UP,UP,wnba_player_intelligence
