game_date,game_id,commence_time,home_team,away_team,spread_home,spread_home_juice,total,total_over_juice,ml_home,ml_away,num_books,source,scraped_at
2026-08-01,d113b66ed1649d47506a6434e06bd1b6,2026-08-01T17:00:00Z,Chicago Sky,Las Vegas Aces,6.23,-112.09,183.73,-109.45,204.27,-253.0,11,the-odds-api,2026-08-01T14:42:05.374740+00:00
2026-08-01,e9d3ed7c6df9b35e3b167038806ecd53,2026-08-01T19:00:00Z,Phoenix Mercury,New York Liberty,2.86,-109.45,176.95,-109.18,132.55,-157.55,11,the-odds-api,2026-08-01T14:42:05.374787+00:00
2026-08-01,0ec7356c2a72bd70a2ddb870e33f24a3,2026-08-02T17:00:00Z,Minnesota Lynx,Indiana Fever,-6.06,-109.88,193.12,-110.75,-236.6,190.8,8,the-odds-api,2026-08-01T14:42:05.374812+00:00
2026-08-01,e15c637f66763f4ab0621898bd92d2bb,2026-08-02T19:30:00Z,Portland Fire,Los Angeles Sparks,-0.94,-108.38,182.5,-111.0,-114.0,-107.0,8,the-odds-api,2026-08-01T14:42:05.374835+00:00
2026-08-01,8cb92d45e2c4570ff14320738ec395f2,2026-08-02T23:00:00Z,Dallas Wings,Connecticut Sun,-10.75,-110.25,171.81,-109.5,-603.0,426.0,8,the-odds-api,2026-08-01T14:42:05.374862+00:00
2026-08-01,b69cd4efd717cb22355b34ad83ba553a,2026-08-03T00:30:00Z,Golden State Valkyries,Toronto Tempo,-11.62,-109.38,166.75,-110.38,-683.0,472.0,8,the-odds-api,2026-08-01T14:42:05.374935+00:00
