game_date,event_start_utc,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,posted_spread,posted_total,venue,attendance,source,scraped_at
2026-07-28,2026-07-29T02:00Z,401857095,STATUS_FINAL,True,False,Las Vegas Aces,Portland Fire,98,83,15,181,,,Michelob ULTRA Arena,10240,sportsdataverse_espn_schedule_release,2026-09-20T08:21:06.334511
2026-07-28,2026-07-29T02:00Z,401857096,STATUS_FINAL,True,False,Los Angeles Sparks,New York Liberty,109,113,-4,222,,,crypto.com Arena,15499,sportsdataverse_espn_schedule_release,2026-09-20T08:21:06.334603
2026-07-28,2026-07-29T01:30Z,401857094,STATUS_FINAL,True,False,Seattle Storm,Indiana Fever,95,105,-10,200,,,Climate Pledge Arena,18343,sportsdataverse_espn_schedule_release,2026-09-20T08:21:06.334681
2026-07-28,2026-07-29T00:00Z,401857093,STATUS_FINAL,True,False,Minnesota Lynx,Toronto Tempo,100,93,7,193,,,Target Center,12121,sportsdataverse_espn_schedule_release,2026-09-20T08:21:06.334765
2026-07-28,2026-07-28T23:30Z,401857092,STATUS_FINAL,True,False,Washington Mystics,Connecticut Sun,92,84,8,176,,,CareFirst Arena,4200,sportsdataverse_espn_schedule_release,2026-09-20T08:21:06.334839
