game_date,event_start_utc,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,posted_spread,posted_total,venue,attendance,source,scraped_at
2026-09-19,2026-09-20T01:00Z,401857200,STATUS_FINAL,True,False,Golden State Valkyries,Seattle Storm,70,57,13,127,,,Chase Center,18064,sportsdataverse_espn_schedule_release,2026-09-20T08:20:59.373147
2026-09-19,2026-09-19T23:00Z,401857199,STATUS_FINAL,True,False,Atlanta Dream,Chicago Sky,106,81,25,187,,,State Farm Arena,17099,sportsdataverse_espn_schedule_release,2026-09-20T08:20:59.373288
2026-09-19,2026-09-19T17:00Z,401857198,STATUS_FINAL,True,False,Dallas Wings,Phoenix Mercury,87,82,5,169,,,College Park Center,6251,sportsdataverse_espn_schedule_release,2026-09-20T08:20:59.373375
