player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source
Alanna Smith,Dallas Wings,Seattle Storm @ Dallas Wings,F,PTS,4.5,3.1,0.0,6.6,0.0-6.6,9.5,-130.0,100.0,,,-6.4,UNDER,HIGH,0.66,0.5,0.32,32.0,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 53.4, minutes STABLE, points STABLE.",Seattle Storm @ Dallas Wings,Dallas Wings,Seattle Storm,"[2.6, 1.8, 4.9, 4.0, 3.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[4.5, 3.6, 2.6, 1.8, 4.9]",11,53.4,STABLE,STABLE,wnba_player_intelligence
Awak Kuier,Dallas Wings,Seattle Storm @ Dallas Wings,F,PR,8.4,6.4,2.9,9.9,2.9-9.9,13.5,-127.0,-105.5,,,-7.1,UNDER,HIGH,0.66,0.5134,0.2856,28.6,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 57.0, minutes STABLE, points STABLE.",Seattle Storm @ Dallas Wings,Dallas Wings,Seattle Storm,"[7.3, 6.4, 5.5, 4.6, 7.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[5.1, 8.2, 7.3, 6.4, 5.5]",11,57.0,STABLE,STABLE,wnba_player_intelligence
Odyssey Sims,Dallas Wings,Seattle Storm @ Dallas Wings,G,PRA,8.2,4.7,1.2,8.2,1.2-8.2,9.5,-134.0,-101.0,,,-4.8,UNDER,HIGH,0.6298,0.5025,0.2534,25.3,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 50.9, minutes DOWN, points STABLE.",Seattle Storm @ Dallas Wings,Dallas Wings,Seattle Storm,"[6.1, 5.2, 4.2, 3.4, 6.5]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[3.8, 2.9, 6.1, 5.2, 4.2]",11,50.9,DOWN,STABLE,wnba_player_intelligence
Alanna Smith,Dallas Wings,Seattle Storm @ Dallas Wings,F,PTS,4.5,3.0,0.0,6.5,0.0-6.5,10.5,-114.0,-116.0,,,-7.5,UNDER,HIGH,0.66,0.537,0.229,22.9,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 53.4, minutes STABLE, points STABLE.",Seattle Storm @ Dallas Wings,Dallas Wings,Seattle Storm,"[2.5, 1.6, 4.8, 3.9, 3.0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[4.3, 3.5, 2.5, 1.6, 4.8]",11,53.4,STABLE,STABLE,wnba_player_intelligence
Bridget Carleton,Portland Fire,Washington Mystics @ Portland Fire,F,3PM,5.0,5.6,2.1,9.1,2.1-9.1,3.5,119.0,-162.0,,,2.1,OVER,HIGH,0.5596,0.4566,0.2255,22.6,0.0474,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 97.0, minutes STABLE, points UP.",Washington Mystics @ Portland Fire,Portland Fire,Washington Mystics,"[6.9, 6.0, 5.1, 4.2, 7.4]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[3.8, 6.9, 6.0, 5.1, 4.2]",15,97.0,STABLE,UP,wnba_player_intelligence
Aliyah Boston,Indiana Fever,Indiana Fever @ Chicago Sky,C,PR,23.6,19.9,16.4,23.4,16.4-23.4,24.5,-129.0,-105.0,,,-4.6,UNDER,HIGH,0.6246,0.5122,0.2195,21.9,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 77.4, minutes DOWN, points DOWN.",Indiana Fever @ Chicago Sky,Chicago Sky,Indiana Fever,"[19.0, 18.1, 21.2, 20.3, 19.4]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[19.0, 18.1, 21.2, 20.3, 19.4]",1,77.4,DOWN,DOWN,wnba_player_intelligence
Alanna Smith,Dallas Wings,Seattle Storm @ Dallas Wings,F,PR,7.6,6.1,2.6,9.6,2.6-9.6,16.5,-115.0,-118.0,,,-10.4,UNDER,HIGH,0.66,0.5413,0.2193,21.9,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 53.4, minutes STABLE, points STABLE.",Seattle Storm @ Dallas Wings,Dallas Wings,Seattle Storm,"[5.6, 4.8, 7.9, 7.0, 6.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[7.4, 6.5, 5.6, 4.8, 7.9]",11,53.4,STABLE,STABLE,wnba_player_intelligence
Dominique Malonga,Seattle Storm,Seattle Storm @ Dallas Wings,C,PRA,25.8,26.5,23.0,30.0,23.0-30.0,32.5,-112.0,-118.0,,,-6.0,UNDER,HIGH,0.66,0.5413,0.2193,21.9,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 81.7, minutes STABLE, points STABLE.",Seattle Storm @ Dallas Wings,Dallas Wings,Seattle Storm,"[28.3, 27.4, 26.5, 25.6, 24.7]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[26.1, 25.1, 28.3, 27.4, 26.5]",11,81.7,STABLE,STABLE,wnba_player_intelligence
Kiki Rice,Toronto Tempo,Las Vegas Aces @ Toronto Tempo,G,PRA,17.9,16.7,13.2,20.2,13.2-20.2,23.5,-109.0,-122.5,,,-6.8,UNDER,HIGH,0.66,0.5506,0.1988,19.9,0.05,BENEFICIARY,ACTIVE MARKET,True,Minutes/usage redistributed from unavailable teammates,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 79.7, minutes STABLE, points STABLE.",Las Vegas Aces @ Toronto Tempo,Toronto Tempo,Las Vegas Aces,"[14.9, 18.1, 17.1, 16.2, 15.3]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[16.7, 15.8, 14.9, 18.1, 17.1]",14,79.7,STABLE,STABLE,wnba_player_intelligence
Kiki Rice,Toronto Tempo,Las Vegas Aces @ Toronto Tempo,G,PA,13.8,12.6,9.1,16.1,9.1-16.1,19.5,-107.0,-125.0,,,-6.9,UNDER,HIGH,0.66,0.5556,0.188,18.8,0.05,BENEFICIARY,ACTIVE MARKET,True,Minutes/usage redistributed from unavailable teammates,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 79.7, minutes STABLE, points STABLE.",Las Vegas Aces @ Toronto Tempo,Toronto Tempo,Las Vegas Aces,"[12.2, 11.2, 14.4, 13.5, 12.6]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[13.9, 13.0, 12.2, 11.2, 14.4]",14,79.7,STABLE,STABLE,wnba_player_intelligence
