game_date,team,player,player_id,position,status,severity,injury_type,detail,return_date,is_out,source,scraped_at
2026-08-30,Minnesota Lynx,Elena Buenavida,,,Out,OUT,Coach's Decision,Coach's Decision; matchup=(ET) MIN@ATL; game_time=03:00,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Atlanta Dream,Brionna Jones,,,Out,OUT,Injury/Illness - Left Leg; N/A,Injury/Illness - Left Leg; N/A; matchup=(ET) MIN@ATL; game_time=03:00,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Los Angeles Sparks,Ndjakalenga Mwenentanda,,,Out,OUT,Not With Team,Not With Team; matchup=(ET) LAS@SEA; game_time=05:00,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Los Angeles Sparks,Aaliyah Nye,,,Out,OUT,Not With Team,Not With Team; matchup=(ET) LAS@SEA; game_time=05:00,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Los Angeles Sparks,Shyanne Sellers,,,Out,OUT,Not With Team,Not With Team; matchup=(ET) LAS@SEA; game_time=05:00,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Seattle Storm,Natisha Hiedeman,,,Out,OUT,Injury/Illness - Left Shoulder; Injury,Injury/Illness - Left Shoulder; Injury; matchup=(ET) LAS@SEA; game_time=05:00,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Portland Fire,Sania Feagin,,,Out,OUT,Injury/Illness - Left Knee; Injury,Injury/Illness - Left Knee; Injury; matchup=(ET) GSV@PDX; game_time=07:00,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Portland Fire,Karlie Samuelson,,,Questionable,QUESTIONABLE,Injury/Illness - Left Knee; Contusion,Injury/Illness - Left Knee; Contusion; matchup=(ET) GSV@PDX; game_time=07:00,,False,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Connecticut Sun,Brittney Griner,,,Out,OUT,Injury/Illness - Left Knee; -,Injury/Illness - Left Knee; -; matchup=(ET) CON@DAL; game_time=08:30,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Connecticut Sun,Olivia Nelson-Ododa,,,Out,OUT,Injury/Illness - Right Knee; -,Injury/Illness - Right Knee; -; matchup=(ET) CON@DAL; game_time=08:30,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
2026-08-30,Dallas Wings,Kitija Laksa,,,Out,OUT,Personal Reasons,Personal Reasons; matchup=(ET) CON@DAL; game_time=08:30,,True,official_wnba_pdf,2026-08-30T21:55:31.043341+00:00
