game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-14,401857066,STATUS_FINAL,True,False,Connecticut Sun,Portland Fire,90,87,3,177,32.0,18.0,22.0,18.0,23.0,17.0,23.0,24.0,,,Mohegan Sun Arena,8917,2026-07-15T10:18:30.833544
2026-07-14,401857067,STATUS_FINAL,True,False,Toronto Tempo,Washington Mystics,62,79,-17,141,17.0,15.0,13.0,17.0,12.0,14.0,26.0,27.0,,,Coca-Cola Coliseum,8210,2026-07-15T10:18:30.833574
