game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at,available_books,all_books
2026-08-02,8cb92d45e2c4570ff14320738ec395f2,Connecticut Sun @ Dallas Wings,2026-08-02T23:00:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,betus,BetUS,,450,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-02,8cb92d45e2c4570ff14320738ec395f2,Connecticut Sun @ Dallas Wings,2026-08-02T23:00:00Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,betrivers,BetRivers,,-530,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Indiana Fever @ Minnesota Lynx,2026-08-02T17:00:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,lowvig,LowVig.ag,,177,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-02,0ec7356c2a72bd70a2ddb870e33f24a3,Indiana Fever @ Minnesota Lynx,2026-08-02T17:00:00Z,MONEYLINE,h2h,Minnesota Lynx,Minnesota Lynx,,,betrivers,BetRivers,,-186,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-02,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,2026-08-03T23:30:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,fanduel,FanDuel,,-106,True,the-odds-api,2026-08-02T14:44:34.663949+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-02,9192db295ea37dc4616880169fa9e38d,Las Vegas Aces @ Atlanta Dream,2026-08-03T23:30:00Z,MONEYLINE,h2h,Las Vegas Aces,Las Vegas Aces,,,fanatics,Fanatics,,-110,True,the-odds-api,2026-08-02T14:44:34.663949+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-02,e15c637f66763f4ab0621898bd92d2bb,Los Angeles Sparks @ Portland Fire,2026-08-02T19:30:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,bovada,Bovada,,100,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,8,"betmgm,betrivers,bovada,draftkings,fanatics,fanduel,mybookieag,williamhill_us"
2026-08-02,e15c637f66763f4ab0621898bd92d2bb,Los Angeles Sparks @ Portland Fire,2026-08-02T19:30:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,mybookieag,MyBookie.ag,,-112,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,8,"betmgm,betrivers,bovada,draftkings,fanatics,fanduel,mybookieag,williamhill_us"
2026-08-02,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,2026-08-04T01:00:00Z,MONEYLINE,h2h,Chicago Sky,Chicago Sky,,,fanduel,FanDuel,,-115,True,the-odds-api,2026-08-02T14:44:34.663949+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-02,543c1b084ecf7224cb7c70766183859d,Phoenix Mercury @ Chicago Sky,2026-08-04T01:00:00Z,MONEYLINE,h2h,Phoenix Mercury,Phoenix Mercury,,,betrivers,BetRivers,,102,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-02,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,fanatics,Fanatics,,-425,True,the-odds-api,2026-08-02T14:44:34.663949+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-02,51369aa71fcd604bdf38a760b6bcc223,Seattle Storm @ New York Liberty,2026-08-03T23:00:00Z,MONEYLINE,h2h,Seattle Storm,Seattle Storm,,,williamhill_us,Caesars,,345,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,5,"betrivers,draftkings,fanatics,fanduel,williamhill_us"
2026-08-02,b69cd4efd717cb22355b34ad83ba553a,Toronto Tempo @ Golden State Valkyries,2026-08-03T00:30:00Z,MONEYLINE,h2h,Golden State Valkyries,Golden State Valkyries,,,betmgm,BetMGM,,-700,True,the-odds-api,2026-08-02T14:44:34.663949+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-02,b69cd4efd717cb22355b34ad83ba553a,Toronto Tempo @ Golden State Valkyries,2026-08-03T00:30:00Z,MONEYLINE,h2h,Toronto Tempo,Toronto Tempo,,,williamhill_us,Caesars,,600,False,the-odds-api,2026-08-02T14:44:34.663949+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-08-02,8cb92d45e2c4570ff14320738ec395f2,Connecticut Sun @ Dallas Wings,2026-08-02T23:00:00Z,PROP,player_threes,OVER,,Arike Ogunbowale,3PM,betonlineag,BetOnline.ag,1.5,-128,False,the-odds-api,2026-08-02T14:44:36.996336+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-08-02,8cb92d45e2c4570ff14320738ec395f2,Connecticut Sun @ Dallas Wings,2026-08-02T23:00:00Z,PROP,player_threes,UNDER,,Arike Ogunbowale,3PM,draftkings,DraftKings,1.5,105,True,the-odds-api,2026-08-02T14:44:36.996336+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
