game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,fanduel,FanDuel,,198,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,fanduel,FanDuel,,-250,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,fanduel,FanDuel,6.5,-118,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,SPREAD,spreads,Washington Mystics,Washington Mystics,,,fanduel,FanDuel,-6.5,-104,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,TOTAL,totals,OVER,,,,fanduel,FanDuel,159.5,-118,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,TOTAL,totals,UNDER,,,,fanduel,FanDuel,159.5,-104,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,,198,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,draftkings,DraftKings,,-247,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,SPREAD,spreads,Connecticut Sun,Connecticut Sun,,,draftkings,DraftKings,6.5,-117,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,SPREAD,spreads,Washington Mystics,Washington Mystics,,,draftkings,DraftKings,-6.5,-103,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
2026-07-28,e4dc370d08264200533bf3816f82c622,Connecticut Sun @ Washington Mystics,2026-07-28T23:30:00Z,TOTAL,totals,OVER,,,,draftkings,DraftKings,160.5,-109,True,the-odds-api,2026-07-28T21:07:49.518070+00:00
