game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-30,401857097,STATUS_FINAL,True,False,Dallas Wings,Atlanta Dream,81,82,-1,163,16.0,22.0,26.0,17.0,16.0,16.0,20.0,30.0,,,College Park Center,6251,2026-07-30T10:37:00.744829
2026-07-30,401857098,STATUS_FINAL,True,False,Phoenix Mercury,Golden State Valkyries,91,89,2,180,21.0,13.0,26.0,31.0,18.0,28.0,20.0,23.0,,,Mortgage Matchup Center,10152,2026-07-30T10:37:00.744848
