game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-07-17,401857073,Dominique Malonga,Seattle Storm,C,True,29.0,28.0,14.0,2.0,0.0,0.0,6.0,,,,,,,-13.0,2026-07-18T09:51:53.475777
2026-07-17,401857073,Awa Fam,Seattle Storm,C,True,31.0,16.0,9.0,4.0,1.0,2.0,0.0,,,,,,,4.0,2026-07-18T09:51:53.475795
2026-07-17,401857073,Natisha Hiedeman,Seattle Storm,G,True,30.0,15.0,2.0,8.0,1.0,0.0,3.0,,,,,,,2.0,2026-07-18T09:51:53.475828
2026-07-17,401857073,Flau'jae Johnson,Seattle Storm,G,True,31.0,16.0,6.0,6.0,3.0,1.0,2.0,,,,,,,4.0,2026-07-18T09:51:53.475840
2026-07-17,401857073,Jade Melbourne,Seattle Storm,G,True,30.0,15.0,1.0,5.0,1.0,0.0,3.0,,,,,,,-11.0,2026-07-18T09:51:53.475846
2026-07-17,401857073,Katie Lou Samuelson,Seattle Storm,F,False,19.0,8.0,1.0,0.0,0.0,0.0,1.0,,,,,,,1.0,2026-07-18T09:51:53.475852
2026-07-17,401857073,Jordan Horston,Seattle Storm,F,False,20.0,2.0,2.0,1.0,0.0,0.0,2.0,,,,,,,10.0,2026-07-18T09:51:53.475858
2026-07-17,401857073,Stefanie Dolson,Seattle Storm,C,False,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,-3.0,2026-07-18T09:51:53.475868
2026-07-17,401857073,Zia Cooke,Seattle Storm,G,False,8.0,5.0,0.0,1.0,1.0,0.0,0.0,,,,,,,-9.0,2026-07-18T09:51:53.475875
2026-07-17,401857073,Ezi Magbegor,Seattle Storm,F,False,,,,,,,,,,,,,,,2026-07-18T09:51:53.475880
2026-07-17,401857073,Mackenzie Holmes,Seattle Storm,F,False,,,,,,,,,,,,,,,2026-07-18T09:51:53.475884
2026-07-17,401857073,Taylor Thierry,Seattle Storm,F,False,,,,,,,,,,,,,,,2026-07-18T09:51:53.475890
2026-07-17,401857073,Monique Billings,Indiana Fever,F,True,31.0,16.0,5.0,3.0,2.0,1.0,0.0,,,,,,,14.0,2026-07-18T09:51:53.475898
2026-07-17,401857073,Makayla Timpson,Indiana Fever,F,True,32.0,8.0,9.0,2.0,2.0,0.0,3.0,,,,,,,-9.0,2026-07-18T09:51:53.475915
2026-07-17,401857073,Kelsey Mitchell,Indiana Fever,G,True,34.0,30.0,1.0,0.0,0.0,0.0,1.0,,,,,,,1.0,2026-07-18T09:51:53.475921
2026-07-17,401857073,Lexie Hull,Indiana Fever,G,True,14.0,2.0,2.0,1.0,3.0,0.0,3.0,,,,,,,-1.0,2026-07-18T09:51:53.475926
2026-07-17,401857073,Caitlin Clark,Indiana Fever,G,True,29.0,45.0,2.0,10.0,4.0,2.0,4.0,,,,,,,16.0,2026-07-18T09:51:53.475932
2026-07-17,401857073,Myisha Hines-Allen,Indiana Fever,F,False,9.0,2.0,3.0,2.0,1.0,0.0,1.0,,,,,,,-1.0,2026-07-18T09:51:53.475937
2026-07-17,401857073,Damiris Dantas,Indiana Fever,C,False,8.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,0.0,2026-07-18T09:51:53.475943
2026-07-17,401857073,Sophie Cunningham,Indiana Fever,G,False,27.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,3.0,2026-07-18T09:51:53.475949
2026-07-17,401857073,Tyasha Harris,Indiana Fever,G,False,14.0,5.0,0.0,3.0,0.0,0.0,0.0,,,,,,,-2.0,2026-07-18T09:51:53.475956
2026-07-17,401857073,Raven Johnson,Indiana Fever,G,False,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-6.0,2026-07-18T09:51:53.475962
2026-07-17,401857073,Grace VanSlooten,Indiana Fever,F,False,,,,,,,,,,,,,,,2026-07-18T09:51:53.475966
2026-07-17,401857073,Aliyah Boston,Indiana Fever,C,False,,,,,,,,,,,,,,,2026-07-18T09:51:53.475970
2026-07-17,401857074,Naz Hillmon,Atlanta Dream,F,True,25.0,24.0,1.0,0.0,0.0,0.0,2.0,,,,,,,5.0,2026-07-18T09:51:54.859547
