game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at,available_books,all_books
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,MONEYLINE,h2h,Chicago Sky,Chicago Sky,,,lowvig,LowVig.ag,,350,False,the-odds-api,2026-07-12T14:38:45.151775+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,betrivers,BetRivers,,-420,False,the-odds-api,2026-07-12T14:38:45.151775+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-12,7a7ba7018aa8c14997cbbcb0170fe203,Indiana Fever @ Las Vegas Aces,2026-07-13T01:00:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,bovada,Bovada,,160,False,the-odds-api,2026-07-12T14:38:45.151775+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-12,7a7ba7018aa8c14997cbbcb0170fe203,Indiana Fever @ Las Vegas Aces,2026-07-13T01:00:00Z,MONEYLINE,h2h,Las Vegas Aces,Las Vegas Aces,,,betrivers,BetRivers,,-175,False,the-odds-api,2026-07-12T14:38:45.151775+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-12,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:10:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,betrivers,BetRivers,,-305,False,the-odds-api,2026-07-12T14:38:45.151775+00:00,8,"betonlineag,betrivers,bovada,draftkings,fanatics,fanduel,lowvig,williamhill_us"
2026-07-12,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:10:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,fanatics,Fanatics,,275,True,the-odds-api,2026-07-12T14:38:45.151775+00:00,8,"betonlineag,betrivers,bovada,draftkings,fanatics,fanduel,lowvig,williamhill_us"
2026-07-12,a11188d43bce66a788fd84b4a10dc19b,New York Liberty @ Toronto Tempo,2026-07-12T19:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,betrivers,BetRivers,,-250,False,the-odds-api,2026-07-12T14:38:45.151775+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-12,a11188d43bce66a788fd84b4a10dc19b,New York Liberty @ Toronto Tempo,2026-07-12T19:00:00Z,MONEYLINE,h2h,Toronto Tempo,Toronto Tempo,,,draftkings,DraftKings,,240,True,the-odds-api,2026-07-12T14:38:45.151775+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-12,089163a3a05d1b2e8028fab27ad5605f,Phoenix Mercury @ Minnesota Lynx,2026-07-14T01:10:00Z,MONEYLINE,h2h,Minnesota Lynx,Minnesota Lynx,,,draftkings,DraftKings,,-625,True,the-odds-api,2026-07-12T14:38:45.151775+00:00,8,"betonlineag,betrivers,bovada,draftkings,fanatics,fanduel,lowvig,williamhill_us"
2026-07-12,089163a3a05d1b2e8028fab27ad5605f,Phoenix Mercury @ Minnesota Lynx,2026-07-14T01:10:00Z,MONEYLINE,h2h,Phoenix Mercury,Phoenix Mercury,,,fanduel,FanDuel,,540,True,the-odds-api,2026-07-12T14:38:45.151775+00:00,8,"betonlineag,betrivers,bovada,draftkings,fanatics,fanduel,lowvig,williamhill_us"
2026-07-12,a82c548dd13bf0b9134cd20a43ac88de,Seattle Storm @ Washington Mystics,2026-07-12T19:00:00Z,MONEYLINE,h2h,Seattle Storm,Seattle Storm,,,williamhill_us,Caesars,,185,False,the-odds-api,2026-07-12T14:38:45.151775+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-12,a82c548dd13bf0b9134cd20a43ac88de,Seattle Storm @ Washington Mystics,2026-07-12T19:00:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,fanduel,FanDuel,,-215,True,the-odds-api,2026-07-12T14:38:45.151775+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_threes,OVER,,Arike Ogunbowale,3PM,betonlineag,BetOnline.ag,1.5,-133,False,the-odds-api,2026-07-12T14:38:47.481472+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_threes,UNDER,,Arike Ogunbowale,3PM,fanduel,FanDuel,1.5,104,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_assists,OVER,,Arike Ogunbowale,AST,fanduel,FanDuel,2.5,-102,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_assists,UNDER,,Arike Ogunbowale,AST,draftkings,DraftKings,2.5,-120,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points_assists,OVER,,Arike Ogunbowale,PA,draftkings,DraftKings,15.5,-118,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,2,"draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points_assists,UNDER,,Arike Ogunbowale,PA,fanduel,FanDuel,16.5,-122,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,2,"draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points_rebounds,OVER,,Arike Ogunbowale,PR,draftkings,DraftKings,15.5,-110,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,2,"draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points_rebounds,UNDER,,Arike Ogunbowale,PR,fanduel,FanDuel,16.5,-120,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,2,"draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points_rebounds_assists,OVER,,Arike Ogunbowale,PRA,draftkings,DraftKings,17.5,-131,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points_rebounds_assists,UNDER,,Arike Ogunbowale,PRA,betonlineag,BetOnline.ag,18.5,-101,False,the-odds-api,2026-07-12T14:38:47.481472+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points,OVER,,Arike Ogunbowale,PTS,draftkings,DraftKings,12.5,-122,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points,UNDER,,Arike Ogunbowale,PTS,williamhill_us,Caesars,13.5,-107,False,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_rebounds_assists,OVER,,Arike Ogunbowale,RA,fanduel,FanDuel,4.5,-162,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,1,fanduel
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_rebounds_assists,UNDER,,Arike Ogunbowale,RA,fanduel,FanDuel,4.5,122,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,1,fanduel
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_rebounds,OVER,,Arike Ogunbowale,REB,betrivers,BetRivers,2.5,112,False,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_rebounds,UNDER,,Arike Ogunbowale,REB,fanduel,FanDuel,2.5,-130,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points_rebounds,OVER,,Awak Kuier,PR,fanduel,FanDuel,10.5,104,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,2,"draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points_rebounds,UNDER,,Awak Kuier,PR,draftkings,DraftKings,10.5,-121,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,2,"draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points,OVER,,Awak Kuier,PTS,fanduel,FanDuel,5.5,-118,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_points,UNDER,,Awak Kuier,PTS,draftkings,DraftKings,6.5,-136,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_rebounds,OVER,,Awak Kuier,REB,betrivers,BetRivers,4.5,120,False,the-odds-api,2026-07-12T14:38:47.481472+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_rebounds,UNDER,,Awak Kuier,REB,fanduel,FanDuel,4.5,-152,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_threes,OVER,,Azura Stevens,3PM,betonlineag,BetOnline.ag,1.5,149,False,the-odds-api,2026-07-12T14:38:47.481472+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_threes,UNDER,,Azura Stevens,3PM,draftkings,DraftKings,1.5,-174,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_assists,OVER,,Azura Stevens,AST,draftkings,DraftKings,2.5,-111,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_assists,UNDER,,Azura Stevens,AST,fanduel,FanDuel,2.5,-114,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-12,15504ed1a378321542911fbfb7a49591,Chicago Sky @ Dallas Wings,2026-07-12T23:00:00Z,PROP,player_double_double,YES,,Azura Stevens,DD,fanatics,Fanatics,0.5,450,True,the-odds-api,2026-07-12T14:38:47.481472+00:00,3,"fanatics,fanduel,williamhill_us"
