game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-13,401857064,STATUS_FINAL,True,False,Atlanta Dream,Los Angeles Sparks,101,92,9,193,25.0,34.0,24.0,18.0,21.0,27.0,27.0,17.0,,,Gateway Center,3592,2026-07-14T10:13:59.156029
2026-07-14,401857065,STATUS_FINAL,True,False,Minnesota Lynx,Phoenix Mercury,104,100,4,204,21.0,29.0,19.0,35.0,27.0,22.0,26.0,25.0,,,Target Center,10221,2026-07-14T10:13:59.156045
