game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at,available_books,all_books
2026-07-11,93c27f5318a98fdd2a9bfbc42269f134,New York Liberty @ Minnesota Lynx,2026-07-11T17:00:00Z,MONEYLINE,h2h,Minnesota Lynx,Minnesota Lynx,,,williamhill_us,Caesars,,-175,False,the-odds-api,2026-07-11T15:54:02.567674+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-11,93c27f5318a98fdd2a9bfbc42269f134,New York Liberty @ Minnesota Lynx,2026-07-11T17:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,fanatics,Fanatics,,165,True,the-odds-api,2026-07-11T15:54:02.567674+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-11,dbbae9c1944a4874fe492f9fe23d8f62,Phoenix Mercury @ Las Vegas Aces,2026-07-11T22:00:00Z,MONEYLINE,h2h,Las Vegas Aces,Las Vegas Aces,,,bovada,Bovada,,-440,False,the-odds-api,2026-07-11T15:54:02.567674+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-11,dbbae9c1944a4874fe492f9fe23d8f62,Phoenix Mercury @ Las Vegas Aces,2026-07-11T22:00:00Z,MONEYLINE,h2h,Phoenix Mercury,Phoenix Mercury,,,betmgm,BetMGM,,375,True,the-odds-api,2026-07-11T15:54:02.567674+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-11,9f2c4d943190edd1073d4cd6760fcf8c,Portland Fire @ Atlanta Dream,2026-07-11T20:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,fanduel,FanDuel,,-800,True,the-odds-api,2026-07-11T15:54:02.567674+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-11,9f2c4d943190edd1073d4cd6760fcf8c,Portland Fire @ Atlanta Dream,2026-07-11T20:00:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,mybookieag,MyBookie.ag,,601,False,the-odds-api,2026-07-11T15:54:02.567674+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-11,93c27f5318a98fdd2a9bfbc42269f134,New York Liberty @ Minnesota Lynx,2026-07-11T17:00:00Z,PROP,player_threes,OVER,,Breanna Stewart,3PM,draftkings,DraftKings,0.5,-171,True,the-odds-api,2026-07-11T15:54:02.738007+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-11,93c27f5318a98fdd2a9bfbc42269f134,New York Liberty @ Minnesota Lynx,2026-07-11T17:00:00Z,PROP,player_threes,UNDER,,Breanna Stewart,3PM,betonlineag,BetOnline.ag,0.5,134,False,the-odds-api,2026-07-11T15:54:02.738007+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-11,93c27f5318a98fdd2a9bfbc42269f134,New York Liberty @ Minnesota Lynx,2026-07-11T17:00:00Z,PROP,player_assists,OVER,,Breanna Stewart,AST,draftkings,DraftKings,2.5,-152,True,the-odds-api,2026-07-11T15:54:02.738007+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-11,93c27f5318a98fdd2a9bfbc42269f134,New York Liberty @ Minnesota Lynx,2026-07-11T17:00:00Z,PROP,player_assists,UNDER,,Breanna Stewart,AST,betonlineag,BetOnline.ag,3.5,-175,False,the-odds-api,2026-07-11T15:54:02.738007+00:00,3,"betonlineag,draftkings,fanduel"
