game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-19,401857077,STATUS_FINAL,True,False,Indiana Fever,New York Liberty,108,88,20,196,22.0,23.0,30.0,33.0,28.0,21.0,12.0,27.0,,,Gainbridge Fieldhouse,17274,2026-07-19T10:03:32.535615
2026-07-19,401857078,STATUS_FINAL,True,False,Minnesota Lynx,Portland Fire,101,93,8,194,24.0,23.0,28.0,26.0,16.0,23.0,21.0,33.0,,,Target Center,12101,2026-07-19T10:03:32.535635
2026-07-19,401857079,STATUS_FINAL,True,False,Golden State Valkyries,Washington Mystics,74,69,5,143,13.0,20.0,19.0,22.0,18.0,10.0,29.0,12.0,,,Chase Center,18064,2026-07-19T10:03:32.535646
