player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source
Awak Kuier,Dallas Wings,Los Angeles Sparks @ Dallas Wings,F,PR,8.4,6.4,2.9,9.9,2.9-9.9,15.5,-132.0,100.0,,,-9.1,UNDER,HIGH,0.66,0.5,0.32,32.0,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 57.0, minutes STABLE, points STABLE.",Los Angeles Sparks @ Dallas Wings,Dallas Wings,Los Angeles Sparks,"[7.3, 6.4, 5.5, 4.6, 7.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[7.3, 6.4, 5.5, 4.6, 7.8]",1,57.0,STABLE,STABLE,wnba_player_intelligence
Awak Kuier,Dallas Wings,Los Angeles Sparks @ Dallas Wings,F,PTS,5.4,3.5,0.0,7.0,0.0-7.0,9.5,-103.0,-127.5,,,-6.0,UNDER,HIGH,0.66,0.5604,0.1776,17.8,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 57.0, minutes STABLE, points STABLE.",Los Angeles Sparks @ Dallas Wings,Dallas Wings,Los Angeles Sparks,"[4.4, 3.5, 2.6, 1.7, 4.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[4.4, 3.5, 2.6, 1.7, 4.8]",1,57.0,STABLE,STABLE,wnba_player_intelligence
Awak Kuier,Dallas Wings,Los Angeles Sparks @ Dallas Wings,F,PR,8.4,6.3,2.8,9.8,2.8-9.8,16.5,-105.0,-129.0,,,-10.2,UNDER,HIGH,0.66,0.5633,0.1716,17.2,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 57.0, minutes STABLE, points STABLE.",Los Angeles Sparks @ Dallas Wings,Dallas Wings,Los Angeles Sparks,"[7.2, 6.3, 5.4, 4.5, 7.7]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[7.2, 6.3, 5.4, 4.5, 7.7]",1,57.0,STABLE,STABLE,wnba_player_intelligence
Awak Kuier,Dallas Wings,Los Angeles Sparks @ Dallas Wings,F,REB,3.0,2.2,0.0,5.7,0.0-5.7,6.5,-115.5,-115.0,,,-4.3,UNDER,HIGH,0.6168,0.5349,0.1531,15.3,0.044,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 57.0, minutes STABLE, points STABLE.",Los Angeles Sparks @ Dallas Wings,Dallas Wings,Los Angeles Sparks,"[1.8, 0.9, 4.0, 3.1, 2.2]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[1.8, 0.9, 4.0, 3.1, 2.2]",1,57.0,STABLE,STABLE,wnba_player_intelligence
Paige Bueckers,Dallas Wings,Los Angeles Sparks @ Dallas Wings,G,PRA,29.6,27.7,24.2,31.2,24.2-31.2,31.5,-120.5,-111.5,,,-3.8,UNDER,HIGH,0.6038,0.5272,0.1453,14.5,0.0405,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points DOWN.",Los Angeles Sparks @ Dallas Wings,Dallas Wings,Los Angeles Sparks,"[28.1, 27.2, 26.3, 29.5, 28.6]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[28.1, 27.2, 26.3, 29.5, 28.6]",1,100.0,STABLE,DOWN,wnba_player_intelligence
Arike Ogunbowale,Dallas Wings,Los Angeles Sparks @ Dallas Wings,G,PRA,21.3,27.2,23.7,30.7,23.7-30.7,23.5,-111.0,-120.5,,,3.7,OVER,HIGH,0.6012,0.5261,0.1428,14.3,0.0396,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 99.2, minutes UP, points UP.",Los Angeles Sparks @ Dallas Wings,Dallas Wings,Los Angeles Sparks,"[25.4, 28.6, 27.6, 26.8, 25.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[25.4, 28.6, 27.6, 26.8, 25.8]",1,99.2,UP,UP,wnba_player_intelligence
Rhyne Howard,Atlanta Dream,Connecticut Sun @ Atlanta Dream,G,PR,19.5,18.1,14.6,21.6,14.6-21.6,21.5,-122.0,-110.0,,,-3.4,UNDER,HIGH,0.5934,0.5238,0.1329,13.3,0.0365,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points DOWN.",Connecticut Sun @ Atlanta Dream,Atlanta Dream,Connecticut Sun,"[17.7, 16.8, 19.9, 19.0, 18.1]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[16.8, 19.9, 19.0, 18.1, 17.2]",2,100.0,STABLE,DOWN,wnba_player_intelligence
Chelsea Gray,Las Vegas Aces,Las Vegas Aces @ Seattle Storm,G,PTS,12.6,14.6,11.1,18.1,11.1-18.1,11.5,-107.0,-122.5,,,3.1,OVER,HIGH,0.5856,0.5169,0.1329,13.3,0.0355,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 100.0, minutes STABLE, points STABLE.",Las Vegas Aces @ Seattle Storm,Seattle Storm,Las Vegas Aces,"[14.6, 13.7, 12.8, 15.9, 15.0]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[15.9, 15.0, 14.2, 13.2, 16.4]",10,100.0,STABLE,STABLE,wnba_player_intelligence
Dominique Malonga,Seattle Storm,Las Vegas Aces @ Seattle Storm,C,PRA,25.8,26.6,23.1,30.1,23.1-30.1,29.5,-125.0,-106.0,,,-2.9,UNDER,HIGH,0.5804,0.5146,0.1279,12.8,0.0339,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 81.7, minutes STABLE, points STABLE.",Las Vegas Aces @ Seattle Storm,Seattle Storm,Las Vegas Aces,"[28.4, 27.5, 26.6, 25.7, 24.8]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[25.7, 24.8, 28.0, 27.1, 26.2]",10,81.7,STABLE,STABLE,wnba_player_intelligence
Angel Reese,Atlanta Dream,Connecticut Sun @ Atlanta Dream,F,PRA,28.6,28.1,24.6,31.6,24.6-31.6,30.5,-130.0,-102.0,,,-2.4,UNDER,HIGH,0.5674,0.505,0.1237,12.4,0.0315,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com+player_intelligence: season + recent form, usage, efficiency, minutes, pace, role score, and price lean. Intelligence: role 89.0, minutes DOWN, points STABLE.",Connecticut Sun @ Atlanta Dream,Atlanta Dream,Connecticut Sun,"[26.8, 29.9, 29.0, 28.1, 27.2]","[""ATL"", ""CHI"", ""DAL"", ""IND"", ""SEA""]",1.0,1.0,"[29.9, 29.0, 28.1, 27.2, 26.3]",2,89.0,DOWN,STABLE,wnba_player_intelligence
