game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,draftkings,DraftKings,,-154,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,MONEYLINE,h2h,Toronto Tempo,Toronto Tempo,,,draftkings,DraftKings,,120,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,SPREAD,spreads,Dallas Wings,Dallas Wings,,,draftkings,DraftKings,-2.5,-110,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,SPREAD,spreads,Toronto Tempo,Toronto Tempo,,,draftkings,DraftKings,2.5,-120,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,TOTAL,totals,OVER,,,,draftkings,DraftKings,215.5,-115,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,TOTAL,totals,UNDER,,,,draftkings,DraftKings,215.5,-115,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,fanatics,Fanatics,,-140,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,MONEYLINE,h2h,Toronto Tempo,Toronto Tempo,,,fanatics,Fanatics,,105,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,SPREAD,spreads,Dallas Wings,Dallas Wings,,,fanatics,Fanatics,-1.5,-120,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,SPREAD,spreads,Toronto Tempo,Toronto Tempo,,,fanatics,Fanatics,1.5,-110,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,TOTAL,totals,OVER,,,,fanatics,Fanatics,214.5,-105,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
2026-07-10,7295f7e8db8d22124fdf261cda31a1f6,Dallas Wings @ Toronto Tempo,2026-07-10T23:32:50Z,TOTAL,totals,UNDER,,,,fanatics,Fanatics,214.5,-125,True,the-odds-api,2026-07-11T01:03:23.696797+00:00
