game_date,event_start_utc,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,posted_spread,posted_total,venue,attendance,source,scraped_at
2026-07-20,2026-07-21T02:00Z,401857084,STATUS_FINAL,True,False,Golden State Valkyries,Washington Mystics,82,90,-8,172,,,Chase Center,18064,sportsdataverse_espn_schedule_release,2026-09-18T15:24:38.151560
2026-07-20,2026-07-21T02:00Z,401857085,STATUS_FINAL,True,False,Seattle Storm,Minnesota Lynx,102,105,-3,207,,,Climate Pledge Arena,12500,sportsdataverse_espn_schedule_release,2026-09-18T15:24:38.151654
2026-07-20,2026-07-21T00:00Z,401857083,STATUS_FINAL,True,False,Toronto Tempo,Las Vegas Aces,83,109,-26,192,,,Coca-Cola Coliseum,8210,sportsdataverse_espn_schedule_release,2026-09-18T15:24:38.151721
2026-07-20,2026-07-21T00:00Z,401892393,STATUS_FINAL,True,False,Dallas Wings,New York Liberty,98,99,-1,197,,,College Park Center,6251,sportsdataverse_espn_schedule_release,2026-09-18T15:24:38.151778
