game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-04,401857039,STATUS_FINAL,True,False,Atlanta Dream,Golden State Valkyries,83,88,-5,171,22.0,13.0,24.0,24.0,19.0,23.0,15.0,31.0,,,Gateway Center,3596,2026-07-04T23:15:32.526747
2026-07-05,401857040,STATUS_SCHEDULED,False,False,Seattle Storm,Portland Fire,0,0,0,0,,,,,,,,,SEA -4.5,172.5,Climate Pledge Arena,0,2026-07-04T23:15:32.526763
