game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-07-10,401857054,Kayla Thornton,Golden State Valkyries,F,True,13.0,2.0,4.0,0.0,1.0,0.0,2.0,,,,,,,-3.0,2026-07-11T09:54:19.852995
2026-07-10,401857054,Cecilia Zandalasini,Golden State Valkyries,F,True,17.0,4.0,1.0,0.0,2.0,0.0,3.0,,,,,,,3.0,2026-07-11T09:54:19.853016
2026-07-10,401857054,Kiah Stokes,Golden State Valkyries,C,True,20.0,5.0,4.0,2.0,0.0,0.0,0.0,,,,,,,6.0,2026-07-11T09:54:19.853024
2026-07-10,401857054,Kaila Charles,Golden State Valkyries,G,True,30.0,9.0,5.0,1.0,1.0,0.0,2.0,,,,,,,9.0,2026-07-11T09:54:19.853030
2026-07-10,401857054,Veronica Burton,Golden State Valkyries,G,True,33.0,17.0,3.0,6.0,1.0,2.0,1.0,,,,,,,16.0,2026-07-11T09:54:19.853036
2026-07-10,401857054,Laeticia Amihere,Golden State Valkyries,F,False,17.0,6.0,5.0,3.0,1.0,3.0,1.0,,,,,,,14.0,2026-07-11T09:54:19.853041
2026-07-10,401857054,Janelle Salaun,Golden State Valkyries,F,False,27.0,16.0,7.0,1.0,3.0,1.0,1.0,,,,,,,18.0,2026-07-11T09:54:19.853046
2026-07-10,401857054,Nadia Fingall,Golden State Valkyries,C,False,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-5.0,2026-07-11T09:54:19.853056
2026-07-10,401857054,Tiffany Hayes,Golden State Valkyries,G,False,17.0,9.0,0.0,5.0,0.0,0.0,0.0,,,,,,,16.0,2026-07-11T09:54:19.853066
2026-07-10,401857054,Kaitlyn Chen,Golden State Valkyries,G,False,21.0,8.0,1.0,1.0,2.0,0.0,4.0,,,,,,,6.0,2026-07-11T09:54:19.853072
2026-07-10,401857054,Juste Jocyte,Golden State Valkyries,G,False,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,-5.0,2026-07-11T09:54:19.853076
2026-07-10,401857054,Gabby Williams,Golden State Valkyries,F,False,,,,,,,,,,,,,,,2026-07-11T09:54:19.853080
2026-07-10,401857054,Ashten Prechtel,Golden State Valkyries,F,False,,,,,,,,,,,,,,,2026-07-11T09:54:19.853083
2026-07-10,401857054,Miela Sowah,Golden State Valkyries,G,False,,,,,,,,,,,,,,,2026-07-11T09:54:19.853087
2026-07-10,401857054,Aaliyah Edwards,Connecticut Sun,F,True,27.0,11.0,2.0,0.0,2.0,0.0,3.0,,,,,,,-5.0,2026-07-11T09:54:19.853095
2026-07-10,401857054,Diamond Miller,Connecticut Sun,F,True,27.0,14.0,3.0,0.0,0.0,0.0,3.0,,,,,,,-1.0,2026-07-11T09:54:19.853101
2026-07-10,401857054,Olivia Nelson-Ododa,Connecticut Sun,C,True,25.0,12.0,8.0,4.0,1.0,1.0,4.0,,,,,,,-9.0,2026-07-11T09:54:19.853106
2026-07-10,401857054,Charlisse Leger-Walker,Connecticut Sun,G,True,25.0,10.0,1.0,2.0,1.0,0.0,2.0,,,,,,,-6.0,2026-07-11T09:54:19.853111
2026-07-10,401857054,Leila Lacan,Connecticut Sun,G,True,32.0,8.0,3.0,6.0,2.0,0.0,4.0,,,,,,,-15.0,2026-07-11T09:54:19.853117
2026-07-10,401857054,Raegan Beers,Connecticut Sun,F,False,10.0,3.0,2.0,1.0,0.0,0.0,1.0,,,,,,,1.0,2026-07-11T09:54:19.853122
2026-07-10,401857054,Nell Angloma,Connecticut Sun,F,False,16.0,6.0,1.0,4.0,1.0,2.0,2.0,,,,,,,-1.0,2026-07-11T09:54:19.853127
2026-07-10,401857054,Kennedy Burke,Connecticut Sun,G,False,20.0,0.0,2.0,0.0,1.0,0.0,1.0,,,,,,,-26.0,2026-07-11T09:54:19.853131
2026-07-10,401857054,Hailey Van Lith,Connecticut Sun,G,False,9.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,-5.0,2026-07-11T09:54:19.853136
