game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,fanduel,FanDuel,,114,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,fanduel,FanDuel,,-140,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,SPREAD,spreads,Indiana Fever,Indiana Fever,,,fanduel,FanDuel,2.5,-110,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,SPREAD,spreads,New York Liberty,New York Liberty,,,fanduel,FanDuel,-2.5,-110,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,TOTAL,totals,OVER,,,,fanduel,FanDuel,179.5,-115,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,TOTAL,totals,UNDER,,,,fanduel,FanDuel,179.5,-105,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,fanatics,Fanatics,,120,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,fanatics,Fanatics,,-145,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,SPREAD,spreads,Indiana Fever,Indiana Fever,,,fanatics,Fanatics,2.5,-110,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,SPREAD,spreads,New York Liberty,New York Liberty,,,fanatics,Fanatics,-2.5,-110,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,TOTAL,totals,OVER,,,,fanatics,Fanatics,180.0,-110,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,TOTAL,totals,UNDER,,,,fanatics,Fanatics,180.0,-110,True,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,mybookieag,MyBookie.ag,,107,False,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,mybookieag,MyBookie.ag,,-131,False,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,SPREAD,spreads,Indiana Fever,Indiana Fever,,,mybookieag,MyBookie.ag,2.0,-110,False,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,SPREAD,spreads,New York Liberty,New York Liberty,,,mybookieag,MyBookie.ag,-2.0,-110,False,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,TOTAL,totals,OVER,,,,mybookieag,MyBookie.ag,179.0,-110,False,the-odds-api,2026-07-18T14:32:54.681077+00:00
2026-07-18,cb4f9fb87d3e9c98bee6b12fbd21fdab,New York Liberty @ Indiana Fever,2026-07-19T00:00:00Z,TOTAL,totals,UNDER,,,,mybookieag,MyBookie.ag,179.0,-110,False,the-odds-api,2026-07-18T14:32:54.681077+00:00
