game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at,available_books,all_books
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Atlanta Dream,Atlanta Dream,,,betrivers,BetRivers,,-345,False,the-odds-api,2026-07-13T15:56:17.410456+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,betmgm,BetMGM,,290,True,the-odds-api,2026-07-13T15:56:17.410456+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-13,089163a3a05d1b2e8028fab27ad5605f,Phoenix Mercury @ Minnesota Lynx,2026-07-14T01:00:00Z,MONEYLINE,h2h,Minnesota Lynx,Minnesota Lynx,,,draftkings,DraftKings,,-750,True,the-odds-api,2026-07-13T15:56:17.410456+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-13,089163a3a05d1b2e8028fab27ad5605f,Phoenix Mercury @ Minnesota Lynx,2026-07-14T01:00:00Z,MONEYLINE,h2h,Phoenix Mercury,Phoenix Mercury,,,williamhill_us,Caesars,,550,False,the-odds-api,2026-07-13T15:56:17.410456+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-13,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,betrivers,BetRivers,,-114,False,the-odds-api,2026-07-13T15:56:17.410456+00:00,4,"betrivers,draftkings,fanatics,fanduel"
2026-07-13,c2ecfa7d05172b4ecf75b85d53482efe,Portland Fire @ Connecticut Sun,2026-07-14T15:10:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,draftkings,DraftKings,,105,True,the-odds-api,2026-07-13T15:56:17.410456+00:00,4,"betrivers,draftkings,fanatics,fanduel"
2026-07-13,d6adc93ae6db516941aa0c9eabe442fd,Washington Mystics @ Toronto Tempo,2026-07-14T23:10:00Z,MONEYLINE,h2h,Toronto Tempo,Toronto Tempo,,,draftkings,DraftKings,,100,True,the-odds-api,2026-07-13T15:56:17.410456+00:00,4,"betrivers,draftkings,fanatics,fanduel"
2026-07-13,d6adc93ae6db516941aa0c9eabe442fd,Washington Mystics @ Toronto Tempo,2026-07-14T23:10:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,betrivers,BetRivers,,100,False,the-odds-api,2026-07-13T15:56:17.410456+00:00,4,"betrivers,draftkings,fanatics,fanduel"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_threes,OVER,,Allisha Gray,3PM,fanduel,FanDuel,1.5,-136,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_threes,UNDER,,Allisha Gray,3PM,draftkings,DraftKings,1.5,113,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_assists,OVER,,Allisha Gray,AST,betrivers,BetRivers,2.5,-120,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,2,"betonlineag,betrivers"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_assists,UNDER,,Allisha Gray,AST,betonlineag,BetOnline.ag,2.5,-102,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,1,betonlineag
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_double_double,YES,,Allisha Gray,DD,draftkings,DraftKings,0.5,2800,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,1,draftkings
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds,OVER,,Allisha Gray,PR,fanduel,FanDuel,24.5,-130,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,2,"draftkings,fanduel"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds,UNDER,,Allisha Gray,PR,draftkings,DraftKings,25.5,-127,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,2,"draftkings,fanduel"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds_assists,OVER,,Allisha Gray,PRA,betrivers,BetRivers,27.5,-117,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds_assists,UNDER,,Allisha Gray,PRA,draftkings,DraftKings,28.5,-126,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points,OVER,,Allisha Gray,PTS,betrivers,BetRivers,20.5,-122,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points,UNDER,,Allisha Gray,PTS,fanduel,FanDuel,20.5,-102,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_rebounds,OVER,,Allisha Gray,REB,betrivers,BetRivers,3.5,-143,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_rebounds,UNDER,,Allisha Gray,REB,fanduel,FanDuel,3.5,114,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_threes,OVER,,Ariel Atkins,3PM,betrivers,BetRivers,1.5,148,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_threes,UNDER,,Ariel Atkins,3PM,williamhill_us,Caesars,1.5,-182,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds,OVER,,Ariel Atkins,PR,draftkings,DraftKings,13.5,-103,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,1,draftkings
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds,UNDER,,Ariel Atkins,PR,draftkings,DraftKings,13.5,-132,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,1,draftkings
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds_assists,OVER,,Ariel Atkins,PRA,betonlineag,BetOnline.ag,15.5,-114,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds_assists,UNDER,,Ariel Atkins,PRA,draftkings,DraftKings,15.5,-113,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points,OVER,,Ariel Atkins,PTS,williamhill_us,Caesars,10.5,105,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points,UNDER,,Ariel Atkins,PTS,fanduel,FanDuel,10.5,-130,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_rebounds,OVER,,Ariel Atkins,REB,betrivers,BetRivers,2.5,-157,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,4,"betonlineag,betrivers,draftkings,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_rebounds,UNDER,,Ariel Atkins,REB,williamhill_us,Caesars,3.5,-170,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,3,"betonlineag,draftkings,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_assists,OVER,,Dearica Hamby,AST,betonlineag,BetOnline.ag,2.5,-135,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,2,"betonlineag,betrivers"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_assists,UNDER,,Dearica Hamby,AST,betonlineag,BetOnline.ag,2.5,104,False,the-odds-api,2026-07-13T15:56:17.545538+00:00,1,betonlineag
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_double_double,YES,,Dearica Hamby,DD,fanatics,Fanatics,0.5,220,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,4,"draftkings,fanatics,fanduel,williamhill_us"
2026-07-13,59e806dd41a1cdd33be91c732ab446be,Los Angeles Sparks @ Atlanta Dream,2026-07-13T23:00:00Z,PROP,player_points_rebounds,OVER,,Dearica Hamby,PR,fanduel,FanDuel,24.5,-114,True,the-odds-api,2026-07-13T15:56:17.545538+00:00,2,"draftkings,fanduel"
