game_date,event_start_utc,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,posted_spread,posted_total,venue,attendance,source,scraped_at
2026-09-17,2026-09-18T02:00Z,401857193,STATUS_FINAL,True,False,Portland Fire,Phoenix Mercury,91,94,-3,185,,,Moda Center,13641,sportsdataverse_espn_schedule_release,2026-09-18T15:31:01.588800
2026-09-17,2026-09-18T02:00Z,401857194,STATUS_FINAL,True,False,Seattle Storm,Las Vegas Aces,77,114,-37,191,,,Climate Pledge Arena,14200,sportsdataverse_espn_schedule_release,2026-09-18T15:31:01.588867
2026-09-17,2026-09-18T00:00Z,401857191,STATUS_FINAL,True,False,Chicago Sky,Washington Mystics,80,110,-30,190,,,Wintrust Arena,8945,sportsdataverse_espn_schedule_release,2026-09-18T15:31:01.588919
2026-09-17,2026-09-18T00:00Z,401857192,STATUS_FINAL,True,False,Dallas Wings,Los Angeles Sparks,97,77,20,174,,,College Park Center,6251,sportsdataverse_espn_schedule_release,2026-09-18T15:31:01.588969
2026-09-17,2026-09-17T23:30Z,401857190,STATUS_FINAL,True,False,Atlanta Dream,Connecticut Sun,103,59,44,162,,,Gateway Center,3575,sportsdataverse_espn_schedule_release,2026-09-18T15:31:01.589016
