game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-08,401857046,STATUS_FINAL,True,False,New York Liberty,Dallas Wings,77,88,-11,165,20.0,11.0,23.0,23.0,18.0,29.0,22.0,19.0,,,Barclays Center,17532,2026-07-08T10:33:04.337803
2026-07-08,401857047,STATUS_FINAL,True,False,Phoenix Mercury,Chicago Sky,66,77,-11,143,15.0,16.0,13.0,22.0,24.0,13.0,19.0,21.0,,,Mortgage Matchup Center,9586,2026-07-08T10:33:04.337827
