game_date,team,player,player_id,position,status,severity,injury_type,detail,return_date,is_out,source,scraped_at
2026-07-07,Las Vegas Aces,A'ja Wilson,,C,OUT,OUT,,Temporary manual override after injury flag; remove or update when active again.,2026-07-07,True,manual,2026-07-07T00:16:40.032690+00:00
