game_date,game_id,status,is_final,in_progress,home_team,away_team,home_score,away_score,actual_spread,actual_total,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,posted_spread,posted_total,venue,attendance,scraped_at
2026-07-10,401857054,STATUS_FINAL,True,False,Connecticut Sun,Golden State Valkyries,64,79,-15,143,19.0,6.0,19.0,20.0,17.0,13.0,24.0,25.0,,,Mohegan Sun Arena,8546,2026-07-11T09:54:19.702855
2026-07-10,401857055,STATUS_FINAL,True,False,Toronto Tempo,Dallas Wings,95,108,-13,203,33.0,23.0,29.0,10.0,25.0,27.0,32.0,24.0,,,Bell Centre,20996,2026-07-11T09:54:19.702877
2026-07-11,401857056,STATUS_FINAL,True,False,Los Angeles Sparks,Chicago Sky,102,87,15,189,28.0,25.0,20.0,29.0,29.0,19.0,22.0,17.0,,,crypto.com Arena,11827,2026-07-11T09:54:19.702886
