game_date,game_id,player,team,position,starter,minutes,pts,reb,ast,stl,blk,tov,fgm,fga,threes,threes_att,ftm,fta,plus_minus,scraped_at
2026-08-02,401857107,Monique Billings,Indiana Fever,F,True,23.0,9.0,3.0,2.0,1.0,0.0,0.0,,,,,,,-11.0,2026-08-03T11:53:08.405381
2026-08-02,401857107,Aliyah Boston,Indiana Fever,C,True,33.0,15.0,8.0,7.0,0.0,0.0,3.0,,,,,,,-8.0,2026-08-03T11:53:08.405405
2026-08-02,401857107,Kelsey Mitchell,Indiana Fever,G,True,35.0,37.0,1.0,3.0,1.0,0.0,1.0,,,,,,,-6.0,2026-08-03T11:53:08.405413
2026-08-02,401857107,Lexie Hull,Indiana Fever,G,True,14.0,6.0,2.0,1.0,0.0,0.0,1.0,,,,,,,-3.0,2026-08-03T11:53:08.405420
2026-08-02,401857107,Caitlin Clark,Indiana Fever,G,True,34.0,19.0,1.0,10.0,1.0,0.0,4.0,,,,,,,-7.0,2026-08-03T11:53:08.405426
2026-08-02,401857107,Myisha Hines-Allen,Indiana Fever,F,False,2.0,0.0,2.0,1.0,0.0,0.0,1.0,,,,,,,-3.0,2026-08-03T11:53:08.405432
2026-08-02,401857107,Makayla Timpson,Indiana Fever,F,False,21.0,7.0,5.0,0.0,1.0,2.0,0.0,,,,,,,6.0,2026-08-03T11:53:08.405441
2026-08-02,401857107,Sophie Cunningham,Indiana Fever,G,False,23.0,3.0,1.0,2.0,0.0,0.0,0.0,,,,,,,1.0,2026-08-03T11:53:08.405452
2026-08-02,401857107,Tyasha Harris,Indiana Fever,G,False,10.0,2.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,2026-08-03T11:53:08.405459
2026-08-02,401857107,Raven Johnson,Indiana Fever,G,False,4.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,-9.0,2026-08-03T11:53:08.405466
2026-08-02,401857107,Grace VanSlooten,Indiana Fever,F,False,,,,,,,,,,,,,,,2026-08-03T11:53:08.405470
2026-08-02,401857107,Damiris Dantas,Indiana Fever,C,False,,,,,,,,,,,,,,,2026-08-03T11:53:08.405475
2026-08-02,401857107,Natasha Howard,Minnesota Lynx,F,True,23.0,13.0,4.0,5.0,2.0,0.0,1.0,,,,,,,16.0,2026-08-03T11:53:08.405482
2026-08-02,401857107,Napheesa Collier,Minnesota Lynx,F,True,31.0,18.0,8.0,7.0,1.0,1.0,0.0,,,,,,,16.0,2026-08-03T11:53:08.405488
2026-08-02,401857107,Kayla McBride,Minnesota Lynx,G,True,29.0,10.0,3.0,1.0,0.0,0.0,1.0,,,,,,,6.0,2026-08-03T11:53:08.405494
2026-08-02,401857107,Courtney Williams,Minnesota Lynx,G,True,34.0,27.0,4.0,5.0,0.0,0.0,0.0,,,,,,,18.0,2026-08-03T11:53:08.405500
2026-08-02,401857107,Olivia Miles,Minnesota Lynx,G,True,32.0,28.0,4.0,6.0,0.0,1.0,3.0,,,,,,,-1.0,2026-08-03T11:53:08.405508
2026-08-02,401857107,Nia Coffey,Minnesota Lynx,F,False,15.0,4.0,2.0,0.0,1.0,0.0,0.0,,,,,,,-6.0,2026-08-03T11:53:08.405514
2026-08-02,401857107,Dorka Juhasz,Minnesota Lynx,F,False,11.0,2.0,1.0,1.0,2.0,1.0,0.0,,,,,,,-10.0,2026-08-03T11:53:08.405519
2026-08-02,401857107,Antonia Delaere,Minnesota Lynx,F,False,9.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,3.0,2026-08-03T11:53:08.405525
2026-08-02,401857107,Maya Caldwell,Minnesota Lynx,G,False,17.0,6.0,7.0,2.0,0.0,0.0,1.0,,,,,,,-2.0,2026-08-03T11:53:08.405531
2026-08-02,401857107,Chloe Bibby,Minnesota Lynx,F,False,,,,,,,,,,,,,,,2026-08-03T11:53:08.405537
2026-08-02,401857107,Anastasiia Olairi Kosu,Minnesota Lynx,F,False,,,,,,,,,,,,,,,2026-08-03T11:53:08.405541
2026-08-02,401857107,Eliska Joklova,Minnesota Lynx,G,False,,,,,,,,,,,,,,,2026-08-03T11:53:08.405545
2026-08-02,401857108,Nneka Ogwumike,Los Angeles Sparks,F,True,30.0,22.0,10.0,2.0,1.0,0.0,2.0,,,,,,,8.0,2026-08-03T11:53:09.477023
2026-08-02,401857108,Dearica Hamby,Los Angeles Sparks,F,True,29.0,23.0,10.0,4.0,1.0,2.0,2.0,,,,,,,-3.0,2026-08-03T11:53:09.477089
2026-08-02,401857108,Erica Wheeler,Los Angeles Sparks,G,True,28.0,12.0,0.0,8.0,3.0,0.0,2.0,,,,,,,11.0,2026-08-03T11:53:09.477095
2026-08-02,401857108,Ariel Atkins,Los Angeles Sparks,G,True,31.0,12.0,3.0,6.0,1.0,1.0,1.0,,,,,,,9.0,2026-08-03T11:53:09.477101
2026-08-02,401857108,Rae Burrell,Los Angeles Sparks,G,True,30.0,12.0,2.0,4.0,1.0,0.0,2.0,,,,,,,-2.0,2026-08-03T11:53:09.477126
2026-08-02,401857108,Cameron Brink,Los Angeles Sparks,F,False,21.0,7.0,5.0,2.0,0.0,2.0,1.0,,,,,,,5.0,2026-08-03T11:53:09.477133
2026-08-02,401857108,Jihyun Park,Los Angeles Sparks,F,False,18.0,12.0,2.0,4.0,1.0,0.0,1.0,,,,,,,-1.0,2026-08-03T11:53:09.477138
2026-08-02,401857108,Chance Gray,Los Angeles Sparks,G,False,14.0,6.0,0.0,3.0,0.0,0.0,2.0,,,,,,,-2.0,2026-08-03T11:53:09.477143
2026-08-02,401857108,Emma Cannon,Los Angeles Sparks,F,False,,,,,,,,,,,,,,,2026-08-03T11:53:09.477147
2026-08-02,401857108,Kiana Williams,Los Angeles Sparks,G,False,,,,,,,,,,,,,,,2026-08-03T11:53:09.477152
2026-08-02,401857108,Kate Martin,Los Angeles Sparks,G,False,,,,,,,,,,,,,,,2026-08-03T11:53:09.477155
2026-08-02,401857108,Bridget Carleton,Portland Fire,F,True,30.0,24.0,11.0,1.0,2.0,1.0,3.0,,,,,,,5.0,2026-08-03T11:53:09.477162
2026-08-02,401857108,Emily Engstler,Portland Fire,F,True,22.0,7.0,3.0,2.0,2.0,0.0,1.0,,,,,,,-6.0,2026-08-03T11:53:09.477168
2026-08-02,401857108,Nyadiew Puoch,Portland Fire,F,True,21.0,7.0,4.0,0.0,0.0,0.0,0.0,,,,,,,1.0,2026-08-03T11:53:09.477173
2026-08-02,401857108,Megan DiLeo,Portland Fire,C,True,29.0,19.0,8.0,3.0,0.0,1.0,1.0,,,,,,,3.0,2026-08-03T11:53:09.477178
2026-08-02,401857108,Carla Leite,Portland Fire,G,True,27.0,21.0,1.0,8.0,1.0,0.0,4.0,,,,,,,2.0,2026-08-03T11:53:09.477183
2026-08-02,401857108,Frieda Buhner,Portland Fire,F,False,18.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.0,2026-08-03T11:53:09.477189
2026-08-02,401857108,Serah Williams,Portland Fire,C,False,11.0,2.0,1.0,1.0,0.0,0.0,1.0,,,,,,,-8.0,2026-08-03T11:53:09.477194
2026-08-02,401857108,Karlie Samuelson,Portland Fire,G,False,19.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,,,-6.0,2026-08-03T11:53:09.477199
2026-08-02,401857108,Holly Winterburn,Portland Fire,G,False,10.0,4.0,2.0,2.0,1.0,0.0,0.0,,,,,,,-10.0,2026-08-03T11:53:09.477205
2026-08-02,401857108,Teja Oblak,Portland Fire,G,False,13.0,12.0,2.0,3.0,2.0,0.0,3.0,,,,,,,-7.0,2026-08-03T11:53:09.477210
2026-08-02,401857108,Luisa Geiselsoder,Portland Fire,C,False,,,,,,,,,,,,,,,2026-08-03T11:53:09.477213
2026-08-02,401857108,Sarah Ashlee Barker,Portland Fire,G,False,,,,,,,,,,,,,,,2026-08-03T11:53:09.477217
2026-08-02,401857109,Diamond Miller,Connecticut Sun,F,True,30.0,22.0,4.0,1.0,2.0,0.0,2.0,,,,,,,-14.0,2026-08-03T11:53:10.530524
2026-08-02,401857109,Olivia Nelson-Ododa,Connecticut Sun,C,True,27.0,8.0,11.0,2.0,0.0,0.0,3.0,,,,,,,-19.0,2026-08-03T11:53:10.530545
2026-08-02,401857109,Kennedy Burke,Connecticut Sun,G,True,30.0,14.0,7.0,1.0,2.0,3.0,3.0,,,,,,,-17.0,2026-08-03T11:53:10.530557
2026-08-02,401857109,Charlisse Leger-Walker,Connecticut Sun,G,True,25.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,-9.0,2026-08-03T11:53:10.530567
2026-08-02,401857109,Leila Lacan,Connecticut Sun,G,True,25.0,7.0,1.0,2.0,0.0,0.0,2.0,,,,,,,-18.0,2026-08-03T11:53:10.530576
2026-08-02,401857109,Raegan Beers,Connecticut Sun,F,False,14.0,2.0,3.0,3.0,0.0,0.0,0.0,,,,,,,-3.0,2026-08-03T11:53:10.530599
2026-08-02,401857109,Nell Angloma,Connecticut Sun,F,False,10.0,5.0,1.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2026-08-03T11:53:10.530606
2026-08-02,401857109,Rayah Marshall,Connecticut Sun,C,False,4.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,-7.0,2026-08-03T11:53:10.530611
2026-08-02,401857109,Saniya Rivers,Connecticut Sun,G,False,17.0,1.0,2.0,2.0,1.0,0.0,1.0,,,,,,,-13.0,2026-08-03T11:53:10.530617
2026-08-02,401857109,Gianna Kneepkens,Connecticut Sun,G,False,7.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,,,-3.0,2026-08-03T11:53:10.530622
2026-08-02,401857109,Ashlon Jackson,Connecticut Sun,G,False,11.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,3.0,2026-08-03T11:53:10.530627
2026-08-02,401857109,Jessica Shepard,Dallas Wings,F,True,23.0,15.0,9.0,2.0,1.0,0.0,2.0,,,,,,,17.0,2026-08-03T11:53:10.530634
2026-08-02,401857109,Alanna Smith,Dallas Wings,F,True,14.0,3.0,3.0,1.0,0.0,2.0,2.0,,,,,,,3.0,2026-08-03T11:53:10.530640
2026-08-02,401857109,Arike Ogunbowale,Dallas Wings,G,True,23.0,15.0,5.0,5.0,1.0,0.0,1.0,,,,,,,14.0,2026-08-03T11:53:10.530645
2026-08-02,401857109,Paige Bueckers,Dallas Wings,G,True,25.0,6.0,3.0,4.0,0.0,0.0,1.0,,,,,,,21.0,2026-08-03T11:53:10.530657
2026-08-02,401857109,Azzi Fudd,Dallas Wings,G,True,24.0,12.0,2.0,1.0,2.0,1.0,0.0,,,,,,,22.0,2026-08-03T11:53:10.530667
2026-08-02,401857109,Alysha Clark,Dallas Wings,F,False,17.0,1.0,3.0,1.0,1.0,0.0,1.0,,,,,,,8.0,2026-08-03T11:53:10.530678
2026-08-02,401857109,Maddy Siegrist,Dallas Wings,F,False,17.0,4.0,2.0,2.0,0.0,0.0,2.0,,,,,,,-3.0,2026-08-03T11:53:10.530688
2026-08-02,401857109,Awak Kuier,Dallas Wings,F,False,9.0,6.0,2.0,0.0,0.0,1.0,0.0,,,,,,,13.0,2026-08-03T11:53:10.530693
2026-08-02,401857109,Li Yueru,Dallas Wings,C,False,9.0,6.0,1.0,0.0,2.0,0.0,1.0,,,,,,,-6.0,2026-08-03T11:53:10.530699
2026-08-02,401857109,Odyssey Sims,Dallas Wings,G,False,20.0,9.0,2.0,2.0,2.0,0.0,1.0,,,,,,,14.0,2026-08-03T11:53:10.530704
2026-08-02,401857109,Sug Sutton,Dallas Wings,G,False,7.0,0.0,4.0,2.0,0.0,0.0,1.0,,,,,,,-7.0,2026-08-03T11:53:10.530727
2026-08-02,401857109,Aziaha James,Dallas Wings,G,False,12.0,6.0,2.0,2.0,1.0,0.0,2.0,,,,,,,4.0,2026-08-03T11:53:10.530732
2026-08-03,401857110,Maria Conde,Toronto Tempo,F,True,34.0,10.0,5.0,5.0,1.0,0.0,2.0,,,,,,,-8.0,2026-08-03T11:53:11.618315
2026-08-03,401857110,Nyara Sabally,Toronto Tempo,F,True,25.0,19.0,8.0,1.0,0.0,0.0,3.0,,,,,,,1.0,2026-08-03T11:53:11.618332
2026-08-03,401857110,Laura Juskaite,Toronto Tempo,F,True,35.0,15.0,4.0,2.0,0.0,0.0,1.0,,,,,,,-21.0,2026-08-03T11:53:11.618339
2026-08-03,401857110,Julie Allemand,Toronto Tempo,G,True,34.0,11.0,3.0,6.0,1.0,1.0,1.0,,,,,,,-9.0,2026-08-03T11:53:11.618345
2026-08-03,401857110,Kiki Rice,Toronto Tempo,G,True,27.0,16.0,5.0,3.0,1.0,0.0,2.0,,,,,,,-1.0,2026-08-03T11:53:11.618350
2026-08-03,401857110,Isabelle Harrison,Toronto Tempo,F,False,17.0,4.0,2.0,1.0,0.0,0.0,1.0,,,,,,,-21.0,2026-08-03T11:53:11.618355
2026-08-03,401857110,Teonni Key,Toronto Tempo,F,False,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,-2.0,2026-08-03T11:53:11.618361
2026-08-03,401857110,Temi Fagbenle,Toronto Tempo,C,False,11.0,0.0,6.0,0.0,0.0,0.0,1.0,,,,,,,-5.0,2026-08-03T11:53:11.618366
2026-08-03,401857110,Kia Nurse,Toronto Tempo,G,False,17.0,4.0,0.0,2.0,0.0,0.0,0.0,,,,,,,-19.0,2026-08-03T11:53:11.618371
2026-08-03,401857110,Aneesah Morrow,Toronto Tempo,F,False,,,,,,,,,,,,,,,2026-08-03T11:53:11.618375
