source_player_id,player,team,team_abbr,position,season,source_system,source_file
4898383,Bree Hall,Fever,IND,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4704417,Ajae Petty,Wings,DAL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433309,Elizabeth Kitley,Valkyries,GS,C,2025,sportsdataverse,wehoop_player_box_2025.csv
4398965,Christyn Williams,Wings,DAL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4898994,Serena Sundell,Wings,DAL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2999035,Aerial Powers,Fever,IND,G,2025,sportsdataverse,wehoop_player_box_2025.csv
1107,Shey Peddy,Fever,IND,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3142242,Amy Okonkwo,Wings,DAL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
5017721,Sika Kone,Dream,ATL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433416,Madison Scott,Mystics,WSH,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3904548,Kyra Lambert,Fever,IND,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2529047,Odyssey Sims,Fever,IND,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4433386,Jaylyn Sherrod,Lynx,MIN,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4432865,Jacy Sheldon,Mystics,WSH,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4595150,Camryn Taylor,Lynx,MIN,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433408,Aaliyah Edwards,Sun,CON,F,2025,sportsdataverse,wehoop_player_box_2025.csv
5105752,Alissa Pili,Sparks,LA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4066548,DiJonai Carrington,Lynx,MIN,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2988756,Brittney Sykes,Storm,SEA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
924,Alysha Clark,Mystics,WSH,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433635,Diamond Miller,Wings,DAL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4068346,Kamiah Smalls,Dream,ATL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3027368,Emma Meesseman,Liberty,NY,C,2025,sportsdataverse,wehoop_player_box_2025.csv
4065780,Kaila Charles,Valkyries,GS,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2325299,Yvonne Anderson,Lynx,MIN,G,2025,sportsdataverse,wehoop_player_box_2025.csv
5209660,Sevgi Uzun,Sky,CHI,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4280877,Chloe Bibby,Fever,IND,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4790263,Iliana Rupert,Valkyries,GS,C,2025,sportsdataverse,wehoop_player_box_2025.csv
5279789,Mamignan Toure,Sun,CON,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3099736,Stephanie Talbot,Liberty,NY,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433661,Marquesha Davis,Sky,CHI,G,2025,sportsdataverse,wehoop_player_box_2025.csv
1068,Nneka Ogwumike,TEAM COLLIER,COL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2998928,Breanna Stewart,TEAM COLLIER,COL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3917450,Napheesa Collier,TEAM COLLIER,COL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3058901,Allisha Gray,TEAM COLLIER,COL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4433730,Paige Bueckers,TEAM COLLIER,COL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2529140,Alyssa Thomas,TEAM COLLIER,COL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433402,Angel Reese,TEAM COLLIER,COL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2491205,Skylar Diggins,TEAM COLLIER,COL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2529205,Kayla McBride,TEAM COLLIER,COL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2987891,Courtney Williams,TEAM COLLIER,COL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3065570,Kelsey Plum,TEAM COLLIER,COL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4398674,Rhyne Howard,TEAM COLLIER,COL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3149391,A'ja Wilson,TEAM CLARK,CLA,C,2025,sportsdataverse,wehoop_player_box_2025.csv
4432831,Aliyah Boston,TEAM CLARK,CLA,C,2025,sportsdataverse,wehoop_player_box_2025.csv
3142191,Kelsey Mitchell,TEAM CLARK,CLA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4065870,Jackie Young,TEAM CLARK,CLA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4066533,Sabrina Ionescu,TEAM CLARK,CLA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2529622,Kayla Thornton,TEAM CLARK,CLA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3058895,Brionna Jones,TEAM CLARK,CLA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3142328,Gabby Williams,TEAM CLARK,CLA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4898384,Kiki Iriafen,TEAM CLARK,CLA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2988756,Brittney Sykes,TEAM CLARK,CLA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4433524,Sonia Citron,TEAM CLARK,CLA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4281929,Satou Sabally,TEAM CLARK,CLA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433403,Caitlin Clark,TEAM CLARK,CLA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4398899,Grace Berger,Wings,DAL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2984741,Tiffany Mitchell,Storm,SEA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
869,DeWanna Bonner,Mercury,PHX,F,2025,sportsdataverse,wehoop_player_box_2025.csv
5278238,Annika Soltau,Liberty,NY,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4596309,Liatu King,Wings,DAL,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4398776,NaLyssa Smith,Aces,LV,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2566110,Julie Vanloo,Sparks,LA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4282168,Kiana Williams,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4898383,Bree Hall,Valkyries,GS,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4433643,Mackenzie Holmes,Storm,SEA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4398899,Grace Berger,Sparks,LA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4280877,Chloe Bibby,Valkyries,GS,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4899328,Kaitlyn Chen,Valkyries,GS,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4336633,Li Yueru,Wings,DAL,C,2025,sportsdataverse,wehoop_player_box_2025.csv
4595910,Haley Jones,Wings,DAL,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2529458,Cheyenne Parker-Tyus,Aces,LV,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2999035,Aerial Powers,Valkyries,GS,G,2025,sportsdataverse,wehoop_player_box_2025.csv
1107,Shey Peddy,Sparks,LA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4068161,Joyner Holmes,Aces,LV,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4432834,Laeticia Amihere,Valkyries,GS,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4329370,Maria Kliundikova,Lynx,MIN,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4066527,Jaelyn Brown,Sun,CON,G,2025,sportsdataverse,wehoop_player_box_2025.csv
5208981,Leila Lacan,Sun,CON,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4433510,Megan McConnell,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4066553,Aari McDonald,Fever,IND,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4595910,Haley Jones,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4257500,Cecilia Zandalasini,Valkyries,GS,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4790264,Janelle Salaun,Valkyries,GS,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3099736,Stephanie Talbot,Valkyries,GS,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4596309,Liatu King,Sparks,LA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4001679,Julie Allemand,Sparks,LA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4433404,Cameron Brink,Sparks,LA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
5220167,Murjanatu Musa,Mercury,PHX,C,2025,sportsdataverse,wehoop_player_box_2025.csv
3913881,Alanna Smith,Lynx,MIN,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2529205,Kayla McBride,Lynx,MIN,G,2025,sportsdataverse,wehoop_player_box_2025.csv
918,Tina Charles,Sun,CON,C,2025,sportsdataverse,wehoop_player_box_2025.csv
4398966,Olivia Nelson-Ododa,Sun,CON,C,2025,sportsdataverse,wehoop_player_box_2025.csv
3058908,Lindsay Allen,Sun,CON,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3904576,Marina Mabrey,Sun,CON,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4432865,Jacy Sheldon,Sun,CON,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2529125,Haley Peters,Sun,CON,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2529567,Robyn Parks,Sun,CON,F,2025,sportsdataverse,wehoop_player_box_2025.csv
5278686,Kariata Diaby,Sun,CON,C,2025,sportsdataverse,wehoop_player_box_2025.csv
2529185,Bria Hartley,Sun,CON,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4684384,Aneesah Morrow,Sun,CON,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433792,Rayah Marshall,Sun,CON,C,2025,sportsdataverse,wehoop_player_box_2025.csv
4433514,Saniya Rivers,Sun,CON,G,2025,sportsdataverse,wehoop_player_box_2025.csv
924,Alysha Clark,Storm,SEA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
1068,Nneka Ogwumike,Storm,SEA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3142328,Gabby Williams,Storm,SEA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4420318,Ezi Magbegor,Storm,SEA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2491205,Skylar Diggins,Storm,SEA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4336633,Li Yueru,Storm,SEA,C,2025,sportsdataverse,wehoop_player_box_2025.csv
5220150,Dominique Malonga,Storm,SEA,C,2025,sportsdataverse,wehoop_player_box_2025.csv
2491214,Erica Wheeler,Storm,SEA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3058892,Lexie Brown,Storm,SEA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4432832,Zia Cooke,Storm,SEA,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3917453,Katie Lou Samuelson,Storm,SEA,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2529140,Alyssa Thomas,Mercury,PHX,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3142087,Kathryn Westbeld,Mercury,PHX,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4281929,Satou Sabally,Mercury,PHX,F,2025,sportsdataverse,wehoop_player_box_2025.csv
887,Sami Whitcomb,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
5274110,Monique Akoa Makani,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
2984111,Alexis Prince,Mercury,PHX,F,2025,sportsdataverse,wehoop_player_box_2025.csv
3916514,Kalani Brown,Mercury,PHX,C,2025,sportsdataverse,wehoop_player_box_2025.csv
4399342,Lexi Held,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
5209660,Sevgi Uzun,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4068042,Natasha Mack,Mercury,PHX,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2998938,Kahleah Copper,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3920741,Kitija Laksa,Mercury,PHX,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4433402,Angel Reese,Sky,CHI,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433405,Kamilla Cardoso,Sky,CHI,C,2025,sportsdataverse,wehoop_player_box_2025.csv
981,Courtney Vandersloot,Sky,CHI,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3142327,Kia Nurse,Sky,CHI,G,2025,sportsdataverse,wehoop_player_box_2025.csv
3146151,Ariel Atkins,Sky,CHI,G,2025,sportsdataverse,wehoop_player_box_2025.csv
4282173,Michaela Onyenwere,Sky,CHI,F,2025,sportsdataverse,wehoop_player_box_2025.csv
4433424,Maddy Westbeld,Sky,CHI,F,2025,sportsdataverse,wehoop_player_box_2025.csv
2566081,Elizabeth Williams,Sky,CHI,C,2025,sportsdataverse,wehoop_player_box_2025.csv
